SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,PILE_VOLUME,BURN_NAME,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
735,NA,1100,0,NA,Lower Gros Ventre Prescribed Burn,USDA-USFS-Bridger-Teton NF-Moran RD,43.84283194,-110.5503992,Incomplete
1097,2012-04-09,322,322,NA,Lava Creek,USDA-USFS-Bridger-Teton NF-Moran RD,43.84283194,-110.4616483,Complete
1098,2012-04-09,1100,1100,NA,Lower Gros Ventre Prescribed Burn,USDA-USFS-Bridger-Teton NF-Moran RD,43.84283194,-110.5503992,Complete
1349,NA,110,0,NA,Lava Creek,USDA-USFS-Bridger-Teton NF-Moran RD,43.84283194,-110.4616483,Incomplete
1103,NA,450,0,NA,Gambels Basin Prescribed Burn,USDI-BLM-Worland Field Office,43.831389,-108.964722,Incomplete
1891,NA,1,0,18000,Cottonwood TS,USDA-USFS-Shoshone NF,43.83,-109,Incomplete
1965,2016-12-13,1,1,18000,Cottonwood TS,USDA-USFS-Shoshone NF-Wapiti RD,43.83,-109,Complete
1669,2014-11-25,22,22,2948650,Cottonwood TS,NA,43.827989,-109.003553,Complete
1555,2014-09-26,100,100,NA,NE Quad,USDA-USFS-Bridger-Teton NF-Big Piney RD,43.82155556,-110.3638889,Complete
1351,NA,100,0,NA,NE Quad,USDA-USFS-Bridger-Teton NF-Moran RD,43.82155556,-110.3638889,Incomplete
3615,NA,800,0,NA,Upper Pastures RX,Wind River Bighorn Basin District BLM,43.82,-108.88,Incomplete
3787,NA,4990,0,NA,Upper Pastures RX,NA,43.8,-108.9,Incomplete
528,NA,150,0,NA,Crooked Creek,USDI-BLM-Worland Field Office,43.77986944,-107.261275,Incomplete
883,2011-10-06,143,143,NA,Dry Quad,USDA-USFS-Bridger-Teton NF-Moran RD,43.77444444,-110.5322222,Complete
1096,NA,143,0,NA,Dry Quad,USDA-USFS-Bridger-Teton NF-Moran RD,43.77444444,-110.5322222,Incomplete
1348,NA,72,0,NA,Dry Quad,USDA-USFS-Bridger-Teton NF-Moran RD,43.77444444,-110.5322222,Incomplete
3856,2021-05-29,75,75,NA,Dry Quad,NA,43.77,-110.52,Complete
3688,NA,75,0,NA,Dry Quad,NA,43.77,-110.52,Incomplete
1219,2012-11-06,5,5,NA,Pile Burning,USDA-USFS-Bridger-Teton NF-Moran RD,43.75579167,-110.9141944,Complete
3844,2021-04-12,293,293,NA,Teton Canyon Broadcast,NA,43.75,-110.97,Complete
3842,2021-04-02,198,198,NA,Teton Canyon Braodcast,NA,43.75,-110.97,Complete
3843,2021-05-05,174,174,7900,Teton Canyon Pile,NA,43.75,-110.97,Complete
2062,2016-09-23,14,14,50400,Treasure Mountain Boy Scout Camp Pile Burning,USDA-USFS-Bridger-Teton NF,43.75,-110.95,Complete
3659,NA,198,0,NA,Teton Canyon Broadcast,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,43.75,-110.97,Incomplete
3660,NA,110,0,7900,Teton Canyon Pile,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,43.75,-110.97,Incomplete
1841,2015-11-09,354,354,2600,Brooks Lake,USDA-USFS-Shoshone NF,43.73,-109.98,Complete
3056,NA,5,0,785,Vista,NA,43.73,-109.98,Incomplete
3068,NA,5,0,785,Vista,USDA Forest Service Shoshone,43.73,-109.98,Incomplete
3107,NA,10,0,601,Brooks Lake Hand,USDA-USFS-Shoshone NF-Wind River RD,43.73,-109.98,Incomplete
3109,NA,72,0,601,Vista Hand Piles,USDA-USFS-Shoshone NF-Wind River RD,43.73,-109.98,Incomplete
1696,2014-12-10,NA,NA,NA,Brooks Lake,USDA-USFS-Shoshone NF-Wind River RD,43.7296778,-109.9810472,Complete
818,2011-10-04,300,300,NA,Hill Creek,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,43.72025556,-111.0061556,Complete
635,NA,1624,0,NA,Hill Creek Rx-Rapid Creek Unit,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,43.71070833,-111.0117389,Incomplete
1944,NA,638,0,NA,"Wiggins Fork 4,5,7",USDA-USFS-Shoshone NF,43.71,-109.58,Incomplete
3057,NA,5,0,23560,Wiggens Boggy,USDA Forst Service,43.71,-109.59,Incomplete
3069,NA,5,0,23560,Wiggens Boggy,USDA Forest Service,43.71,-109.59,Incomplete
3102,NA,347,0,NA,Wiggins Fork 5,USDA-USFS-Shoshone NF-Wind River RD,43.71,-109.58,Incomplete
675,2010-09-08,1000,1000,NA,Hill Creek Rx-Rapid Creek Unit,USDA-USFS-Caribou-Targhee NF-Palisades RD,43.70877778,-111.0163889,Complete
605,NA,300,0,NA,Hill Creek Rx-Rapid Creek Unit-Blacklining,USDA-USFS-Caribou-Targhee NF-Palisades RD,43.70877778,-111.0163889,Incomplete
779,NA,638,0,NA,"Wiggins Fork 4-5, 7",USDA-USFS-Shoshone NF-Dubois RD,43.70715,-109.5819056,Incomplete
1052,NA,638,0,NA,"Wiggins Fork 4-5, 7",USDA-USFS-Shoshone NF-Dubois RD,43.70715,-109.5819056,Incomplete
1376,NA,638,0,NA,"Wiggins Fork 4, 5, 7",USDA-USFS-Shoshone NF-Wind River RD,43.70715,-109.5819056,Incomplete
1512,NA,638,0,NA,"Wiggins Fork 4, 5, 7",USDA-USFS-Shoshone NF-Wind River RD,43.70715,-109.5819056,Incomplete
3871,NA,200,0,NA,Grouse Mountain,NA,43.7,-110.25,Incomplete
3784,NA,397,0,NA,Wiggins Fork R5,NA,43.7,-109.58,Incomplete
3682,NA,200,0,NA,Grouse Mountain,NA,43.7,-110.25,Incomplete
3278,NA,397,0,NA,Wiggins Fork R5,USDA-USFS-Shoshone NF-Washakie RD,43.7,-109.58,Incomplete
3454,NA,397,0,NA,Wiggins Fork R5,USDA-USFS-Shoshone NF-Washakie RD,43.7,-109.58,Incomplete
1241,2012-10-29,74,74,NA,UWF8_FB2,USDA-USFS-Shoshone NF-Dubois RD,43.69870278,-109.9756083,Complete
722,2011-09-21,46,46,NA,Shadow Mountain,USDI-NPS-Grand Teton NP,43.69583333,-110.6285972,Complete
555,NA,1000,0,NA,Hill Creek Rx-Darby Unit,USDA-USFS-Caribou-Targhee NF-Driggs RD,43.69583333,-111.0208333,Incomplete
1609,2014-10-29,2051,2051,NA,Hill Creek Prescribed Fire,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,43.69166667,-111.0083333,Complete
1077,NA,2051,0,NA,Hill Creek Prescribed Fire,USDA-USFS-Bridger-Teton NF-Driggs RD,43.69166667,-111.0083333,Incomplete
1324,NA,2051,0,NA,Hill Creek Prescribed Fire,USDA-USFS-Caribou-Targhee NF-Driggs RD,43.69166667,-111.0083333,Incomplete
3841,NA,NA,0,NA,Hill Creek,NA,43.69,-111.01,Incomplete
1746,2015-09-30,2051,2051,NA,Hill Creek Prescribed Fire,USDA-USFS-Caribou-Targhee NF-Ashton/Island Park RD,43.69,-111.01,Complete
1838,NA,12,0,11300,Upper Wind FT 8,USDA-USFS-Shoshone NF-Wind River RD,43.69,-109.96,Incomplete
1937,2016-01-12,12,12,NA,Upper Wind FT 8,USDA-USFS-Shoshone NF-Wind River RD,43.69,-109.96,Complete
1998,NA,1714,0,NA,Hill Creek Prescribed Fire,USDA-USFS-Caribou-Targhee NF-Ashton/Island Park RD,43.69,-111.01,Incomplete
3140,NA,1714,0,NA,Hill Creek Prescribed Fire,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,43.69,-111.01,Incomplete
3318,NA,1714,0,NA,Hill Creek Prescribed Fire,USDA-USFS-Bridger-Teton NF-Big Piney RD,43.69,-111.01,Incomplete
3500,NA,1714,0,NA,Hill Creek Prescribed Fire,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,43.69,-110.01,Incomplete
3657,NA,1714,0,NA,Hill Creek Prescribed Fire,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,43.69,-111.01,Incomplete
1222,2012-11-20,100,100,NA,Fuel Reduction Piles,USDI-NPS-Grand Teton NP,43.68611111,-110.7380556,Complete
719,2011-10-11,155,155,NA,Fuel Reduction Piles,USDI-NPS-Grand Teton NP,43.68478611,-110.7377833,Complete
1697,2014-12-10,158,158,NA,Pelham Decks,USDA-USFS-Shoshone NF-Wind River RD,43.6810389,-109.9868667,Complete
1943,NA,429,0,NA,"Wiggins Fork Units, R.A.T.",USDA-USFS-Shoshone NF,43.68,-109.6,Incomplete
3105,NA,429,0,NA,"Wiggins Fort Units, R.A.T.",USDA-USFS-Shoshone NF-Wind River RD,43.68,-109.6,Incomplete
3108,NA,61,0,601,Long Creek Hand,USDA-USFS-Shoshone NF-Wind River RD,43.68,-109.87,Incomplete
3269,2018-11-15,50,50,16153,Long Creek,USDA-USFS-Shoshone NF-Washakie RD,43.68,-109.87,Complete
3279,NA,458,0,NA,Wiggins Fork R A. T,USDA-USFS-Shoshone NF-Washakie RD,43.68,-109.6,Incomplete
3455,NA,458,0,NA,Wiggins Fork R.A.T,USDA-USFS-Shoshone NF-Washakie RD,43.68,-109.6,Incomplete
3632,NA,548,0,NA,Wiggins Fork R.A.T,USDA-USFS-Shoshone NF-Wind River RD,43.68,-109.6,Incomplete
777,NA,1077,0,NA,"Wiggins Fork Unita A3, 4, 6, 10, 12-23, R1-3, T2, 5-6, 8-10",USDA-USFS-Shoshone NF-Dubois RD,43.67832222,-109.6030472,Incomplete
1050,2012-04-10,1077,1077,NA,"Wiggins Fork Units A3, 4, 6, 10, 12-23, R1-3, T2, 5-6, 8-10",USDA-USFS-Shoshone NF-Dubois RD,43.67832222,-109.6030472,Complete
667,NA,1077,0,NA,"Wiggins Fork Units A3, 4, 6, 10, 12-23, R1-3, T2, 5, 6, 8-10",USDA-USFS-Shoshone NF-Dubois RD,43.67832222,-109.6030472,Incomplete
1373,NA,429,0,NA,"Wiggins Fork Units, R. A. T.",USDA-USFS-Shoshone NF-Wind River RD,43.67832222,-109.6030472,Incomplete
1524,NA,429,0,NA,"Wiggins Fork Units, R.A.T.",USDA-USFS-Shoshone NF-Wind River RD,43.67832222,-109.6030472,Incomplete
724,2011-09-15,271,271,NA,Hunter Ranch 2011,USDI-NPS-Grand Teton NP,43.675,-110.6291667,Complete
554,NA,271,0,NA,Hunter Ranch,USDI-NPS-Grand Teton NP,43.675,-110.6291667,Incomplete
1608,2014-06-18,5,5,3280,Caribou-Targhee Pile Burning,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,43.67296667,-110.9955828,Complete
1747,2015-09-16,12,12,40320,Pile Burning,USDA-USFS-Caribou-Targhee NF-Ashton/Island Park RD,43.67,-111,Complete
1999,2016-09-27,11,11,40320,Pile Burning,USDA-USFS-Caribou-Targhee NF-Ashton/Island Park RD,43.67,-111,Complete
3416,NA,20,0,6264,Spring Mountain,NA,43.67,-109.61,Incomplete
3450,NA,219,0,42764,Long Creek,USDA-USFS-Shoshone NF-Washakie RD,43.67,-109.9,Incomplete
3637,2020-11-17,219,219,42764,Long Creek,USDA-USFS-Shoshone NF-Wind River RD,43.67,-109.9,Complete
1525,NA,300,0,NA,Burroughs Piles,USDA-USFS-Shoshone NF-Wind River RD,43.66890833,-109.6419528,Incomplete
663,NA,311,0,NA,Elbo East,USDI-NPS-Grand Teton NP,43.66111111,-110.5897222,Incomplete
3782,NA,NA,0,24321,UW T-11,NA,43.66,-109.96,Incomplete
3785,NA,419,0,NA,Upper Wind FT-6,NA,43.66,-109.94,Incomplete
1941,NA,132,0,NA,Upper Wind River Unit FT10-13,USDA-USFS-Shoshone NF,43.66,-109.92,Incomplete
1942,NA,329,0,NA,Upper Wind River Unit FT-6,USDA-USFS-Shoshone NF,43.66,-109.94,Incomplete
2453,NA,70,0,21382,"Upper Wind FT 12,13",USDA-USFS-Shoshone NF-Washakie RD,43.66,-109.92,Incomplete
3055,NA,20,0,121,UW T-11,USDA Forest Service,43.66,-109.96,Incomplete
3067,NA,20,0,121,UW T-11,USDA Forest Service,43.66,-109.96,Incomplete
3103,NA,132,0,NA,Upper Wind River Unit FT10-13,USDA-USFS-Shoshone NF-Wind River RD,43.66,-109.92,Incomplete
3104,NA,329,0,NA,Upper Wind River Unit FT-6,USDA-USFS-Shoshone NF-Wind River RD,43.66,-109.94,Incomplete
3273,NA,20,0,24321,Upper Wind T-11 Piles,USDA-USFS-Shoshone NF-Washakie RD,43.66,-109.96,Incomplete
3276,NA,419,0,NA,Upper Wind Unit FT-6,USDA-USFS-Shoshone NF-Washakie RD,43.66,-109.94,Incomplete
3277,NA,132,0,NA,Upper Wind Units FT10-13,USDA-USFS-Shoshone NF-Washakie RD,43.66,-109.92,Incomplete
3417,2018-12-04,15,15,3355,Skywalker,NA,43.66,-109.67,Complete
3451,NA,419,0,NA,Upper Wind Unit FT-6,USDA-USFS-Shoshone NF-Washakie RD,43.66,-109.94,Incomplete
3452,NA,132,0,NA,Upper Wind Units FT10-13,USDA-USFS-Shoshone NF-Washakie RD,43.66,-109.92,Incomplete
3453,NA,20,0,24321,Upper Wint T-11 Piles,USDA-USFS-Shoshone NF-Washakie RD,43.66,-109.96,Incomplete
3456,NA,70,0,21382,Upper Wind FT 12,USDA-USFS-Shoshone NF-Washakie RD,43.66,-109.92,Incomplete
3634,NA,20,0,24321,Upper Wint T-11 Piles,USDA-USFS-Shoshone NF-Wind River RD,43.66,-109.96,Incomplete
3635,NA,419,0,NA,Upper Wind Unit FT-6,USDA-USFS-Shoshone NF-Wind River RD,43.66,-109.94,Incomplete
3636,2020-11-11,70,70,21382,"Upper Wind FT 12, 13",USDA-USFS-Shoshone NF-Wind River RD,43.66,-109.92,Complete
3638,NA,NA,0,NA,Upper Wind Units FT10,USDA-USFS-Shoshone NF-Wind River RD,43.66,-109.92,Incomplete
725,NA,182,0,NA,Elbo West,USDI-NPS-Grand Teton NP,43.65888889,-110.605,Incomplete
636,NA,182,0,NA,Elbo West,USDI-NPS-Grand Teton NP,43.65888889,-110.605,Incomplete
778,NA,519,0,NA,Upper Wind FT-6,USDA-USFS-Shoshone NF-Dubois RD,43.65845278,-109.93655,Incomplete
1527,NA,160,0,NA,Upper Wind Piles,USDA-USFS-Shoshone NF-Wind River RD,43.65818056,-109.9591389,Incomplete
1244,2012-11-28,147,147,NA,Pelham Area,USDA-USFS-Shoshone NF-Dubois RD,43.65818056,-109.9591389,Complete
1374,NA,105,0,NA,Pelham Area,USDA-USFS-Shoshone NF-Wind River RD,43.65818056,-109.9591389,Incomplete
1522,NA,329,0,NA,Upper Wind River Unit FT-6,USDA-USFS-Shoshone NF-Wind River RD,43.65797778,-109.9356639,Incomplete
1053,NA,419,0,NA,Upper Wind River Unit FT-6,USDA-USFS-Shoshone NF-Dubois RD,43.65797778,-109.9356639,Incomplete
1375,2013-05-08,419,419,NA,Upper Wind River Unit FT-6,USDA-USFS-Shoshone NF-Wind River RD,43.65797778,-109.9356639,Complete
1523,NA,132,0,NA,Upper Wind River Unit FT10-13,USDA-USFS-Shoshone NF-Wind River RD,43.65666667,-109.9175,Incomplete
1102,NA,132,0,NA,Upper Wind River Unit FT10-13,USDA-USFS-Shoshone NF-Dubois RD,43.65666667,-109.9175,Incomplete
1372,NA,132,0,NA,Upper Wind River Unit FT 10-13,USDA-USFS-Shoshone NF-Wind River RD,43.65666667,-109.9175,Incomplete
3268,2018-11-06,25,25,2388,Lava Fireline Small Machine Pile,USDA-USFS-Shoshone NF-Washakie RD,43.64,-109.97,Complete
1635,2014-10-06,317,317,NA,Riniker Hayfield,USDI-NPS-Grand Teton NP,43.6398611,-110.66375,Complete
726,NA,156,0,NA,TVR North,USDI-NPS-Grand Teton NP,43.63972222,-110.6231278,Incomplete
1131,2012-04-23,156,156,NA,TVR North,USDI-NPS-Grand Teton NP,43.63972222,-110.6231278,Complete
664,NA,156,0,NA,TVR North,USDI-NPS-Grand Teton NP,43.63972222,-110.6231278,Incomplete
727,2011-09-29,418,418,NA,Phelps Moraine 2011,USDI-NPS-Grand Teton NP,43.63200833,-110.7713889,Complete
665,NA,418,0,NA,Phelps Moraine,USDI-NPS-Grand Teton NP,43.63200833,-110.7713889,Incomplete
721,NA,290,0,NA,May Hayfield,USDI-NPS-Grand Teton NP,43.62943417,-110.6575308,Incomplete
723,NA,2,0,NA,Maintenance Piles 2011,USDI-NPS-Grand Teton NP,43.62107222,-110.6335,Incomplete
1839,NA,85,0,NA,Upper Wind FT 1B,USDA-USFS-Shoshone NF-Wind River RD,43.62,-109.88,Incomplete
1853,NA,65,0,13860,"UpperWind FT 14, 16",USDA-USFS-Shoshone NF-Wind River RD,43.62,-109.88,Incomplete
1905,2015-12-14,65,65,13854,"Upper WindFT 16 TIMBL, 14 TIMBL",USDA-USFS-Shoshone NF-Wind River RD,43.62,-109.88,Complete
1938,NA,85,0,NA,Upper Wind FT 1B,USDA-USFS-Shoshone NF-Wind River RD,43.62,-109.88,Incomplete
1939,2016-01-07,65,65,13854,"Upper WindFT 16 TIMBL, 14 TIMBL",USDA-USFS-Shoshone NF-Wind River RD,43.62,-109.88,Complete
1698,2014-12-10,137,137,31200,Section 12,USDA-USFS-Shoshone NF-Wind River RD,43.6079944,-109.8902306,Complete
737,NA,NA,0,15830,06HFR-Sheep Ridge,USDI-BIA,43.604,-108.68,Incomplete
3534,NA,119,0,29452,Dubois TVRC Piles,NA,43.6,-109.83,Incomplete
1835,NA,NA,0,NA,Bottom of Thunder,Jackson Hole Mountain Resort,43.59,-110.85,Incomplete
3488,NA,NA,0,2259,Teton Valley Ranch Camp (Hat Butte),USDI-BLM-Lander Field Office,43.59,-109.83,Incomplete
1041,2012-03-15,800,800,NA,WGFD Ed O. Taylor Habitat Area,Wyoming Game and Fish Department,43.58333333,-107.0166667,Complete
1245,NA,161,0,NA,Warmsprings Timber,USDA-USFS-Shoshone NF-Dubois RD,43.58047222,-109.8456667,Incomplete
1367,2013-01-29,161,161,NA,Warmsprings Timber,USDA-USFS-Shoshone NF-Wind River RD,43.58047222,-109.8456667,Complete
1529,2014-01-22,161,161,NA,Warmsprings Timber,USDA-USFS-Shoshone NF-Wind River RD,43.58047222,-109.8456667,Complete
1064,2012-01-09,0,NA,19000,Warm Springs Community Pile,USDA-USFS-Shoshone NF-Dubois RD,43.57119444,-109.8362222,Complete
1338,2013-01-15,0,NA,19000,Warm Springs Community Pile,USDA-USFS-Shoshone NF-Dubois RD,43.57119444,-109.8362222,Complete
1528,2014-12-17,0,NA,19000,Warm Springs Community Pile,USDA-USFS-Shoshone NF-Wind River RD,43.57119444,-109.8362222,Complete
556,NA,100,0,15000,Warm Springs Pile,USDA-USFS-Shoshone NF-Dubois RD,43.5711,-109.8357,Incomplete
3853,2021-04-22,147,147,NA,Pederson 147,NA,43.57,-110.7,Complete
1526,NA,374,0,NA,Lower Wind Piles,USDA-USFS-Shoshone NF-Wind River RD,43.56404444,-109.8657167,Incomplete
1759,NA,522,0,44850,"LWT39 DELTA, ECHO, CHARLIE",USDA-USFS-Shoshone NF,43.56,-109.84,Incomplete
1889,NA,NA,0,24000,State School Section,Trees R Us Tree Service,43.56,-110.82,Incomplete
1940,2016-01-26,522,522,44850,"LWT39 DELTA, ECHO, CHARLIE",USDA-USFS-Shoshone NF,43.56,-109.84,Complete
3054,NA,250,0,37699,"LWT39 Alpha, Bravo","USDA Forest Service, Shoshone National Forest",43.56,-109.84,Incomplete
3066,NA,250,0,37699,"LWT39 Alpha, Bravo","USDA Forest Service, Shoshone National Forest",43.56,-109.84,Incomplete
3106,NA,522,0,NA,LWT39 Delta Charlie,USDA-USFS-Shoshone NF-Wind River RD,43.56,-109.84,Incomplete
3143,NA,0,0,6714,"Porcupine, Muskrat",USDA-USFS-Shoshone NF-Wind River RD,43.56,-109.8,Incomplete
3213,NA,NA,0,21000,State School Section,Trees R Us Tree Service,43.56,-110.82,Incomplete
3270,2018-02-07,518,518,238761,"LWT-39 A,B,D Machine Piles",USDA-USFS-Shoshone NF-Washakie RD,43.56,-109.85,Complete
3271,2018-02-07,0,NA,2587,"Porcupine, Muskrat Deck",USDA-USFS-Shoshone NF-Washakie RD,43.56,-109.8,Complete
1049,2012-10-23,141,141,232687,Wildcat Stimulus,USDA-USFS-Shoshone NF-Dubois RD,43.52644444,-109.7745,Complete
1389,2013-02-13,NA,NA,11200,National Elk Refuge Burn Pit,USDI-USFWS-National Elk Refuge,43.52404436,-110.6946132,Complete
3489,NA,60,0,490324,Tie Camp Piles,USDA-USFS-Shoshone NF-Washakie RD,43.52,-109.77,Incomplete
3633,2020-01-27,61,61,490324,Tie Camp Piles,USDA-USFS-Shoshone NF-Wind River RD,43.52,-109.77,Complete
1269,NA,24,0,NA,Lower Wind Units,USDA-USFS-Shoshone NF-Dubois RD,43.51605556,-109.7067222,Incomplete
1371,NA,24,0,NA,Lower Wind Units,USDA-USFS-Shoshone NF-Wind River RD,43.51605556,-109.7067222,Incomplete
1750,NA,1530,0,NA,"Cow Camp Unit 1,2,3,4",USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.51,-105.02,Incomplete
1840,NA,22,0,NA,LOWER Wind T 18 hand,USDA-USFS-Shoshone NF-Wind River RD,43.51,-109.71,Incomplete
1936,NA,22,0,NA,LOWER Wind T 18 hand,USDA-USFS-Shoshone NF,43.51,-109.71,Incomplete
1988,NA,1530,0,NA,"Cow Camp Unit 1,2,3,4",USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.51,-105.02,Incomplete
3077,NA,22,0,NA,Lower Wind T 18 Hand,USDA-USFS-Shoshone NF-Wind River RD,43.51,-109.71,Incomplete
3146,NA,22,0,NA,Lower Wind T 18 Hand,USDA-USFS-Shoshone NF-Wind River RD,43.51,-109.71,Incomplete
1075,2012-03-15,1530,1530,NA,Cow Camp Unit 1-4,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.505,-105.0244444,Complete
598,NA,1530,0,NA,Cow Camp,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.505,-105.0244444,Incomplete
529,NA,100,0,NA,Trout Creek,USDI-BLM-Worland Field Office,43.50166667,-107.4452778,Incomplete
1752,NA,445,0,NA,Horse Creek Unit 1 & 2,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.49,-105.04,Incomplete
742,2011-03-18,445,445,NA,Horse Creek,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.4875,-105.0152778,Complete
1989,NA,2620,0,NA,"East Pasture Unit 1, 2, & 3",USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.47,-104.98,Incomplete
1076,NA,1350,0,NA,East Pasture Unit 2 & 3,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.46694444,-104.9830556,Incomplete
1496,NA,2620,0,NA,"East Pasture Unit 1, 2, & 3",USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.4669,-104.98,Incomplete
600,NA,960,0,NA,Lower Antelope,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.46305556,-105.1286111,Incomplete
3619,NA,350,0,NA,Philp Prescribed Burn - 2020,USDI-BLM-Lander Field Office,43.46,-107.82,Incomplete
3817,NA,500,0,NA,Phillip Prescribed Fire,NA,43.46,-107.82,Incomplete
741,2011-03-19,2620,2620,NA,East Pasture,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.45694444,-104.9966667,Complete
599,NA,2620,0,NA,East Pasture,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.45694444,-104.9966667,Incomplete
3838,2021-04-13,2639,2639,NA,PF-20 Mosquito Creek,NA,43.45,-110.95,Complete
3372,NA,119,0,NA,Mosquito Creek North RX,USDA-USFS-Bridger-Teton NF-Kemmerer RD,43.45,-110.93,Incomplete
3647,NA,2639,0,NA,PF-20 Mosquito Creek North RX,Wyoming State Forestry Division,43.45,-110.95,Incomplete
1751,2015-03-13,1000,1000,NA,Vest Draw Rx,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.44,-105.12,Complete
1090,NA,1000,0,NA,Vest Draw Rx,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.43583333,-105.1194444,Incomplete
1377,NA,1000,0,NA,Vest Draw Rx,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.43583333,-105.1194444,Incomplete
1501,NA,1000,0,NA,Vest Draw Rx,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.43583333,-105.1194444,Incomplete
1253,NA,40,0,NA,Russian Olive,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.43147222,-104.9596389,Incomplete
1382,NA,40,0,NA,Russian Olive,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.43147222,-104.9596389,Incomplete
1499,NA,40,0,NA,Russian Olive,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.43147222,-104.9596389,Incomplete
1498,NA,989,0,NA,Rothleutner Unit 3,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.41527778,-105.011234,Incomplete
1074,2012-03-15,989,989,NA,Rothleutner Unit 3,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.41527778,-105.0113889,Complete
3812,NA,77,0,85500,Copper Mountain Piles,NA,43.41,-108.03,Incomplete
3648,NA,384,0,NA,Talyor Mountain RX Unit 4,Wyoming State Forestry Division,43.4,-110.87,Incomplete
3839,2021-04-16,NA,NA,NA,PF-30,NA,43.38,-110.87,Complete
3649,NA,411,0,NA,Taylor Mountain RX unit 2,Wyoming State Forestry Division,43.38,-110.87,Incomplete
740,2011-03-20,4279,4279,NA,Rothleutner,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.37777778,-104.9925,Complete
597,NA,3290,0,NA,Rothleutner,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,43.37777778,-104.9925,Incomplete
3482,2019-04-29,371,371,NA,Trails End RD RX,USDA-USFS-Bridger-Teton NF-Jackson RD,43.36,-110.85,Complete
3650,NA,371,0,NA,Trails End Rd RX,Wyoming State Forestry Division,43.36,-110.85,Incomplete
1042,2012-01-26,5,5,67500,Fall Creeks Ranch Pile Burn,"Falls Creek Ranch, LLC",43.3541,-110.8662,Complete
1740,NA,1300,0,NA,Horse Creek Prescribed Burn,USDA-USFS-Bridger-Teton NF-Jackson RD,43.32,-110.75,Incomplete
1741,NA,1600,0,NA,South Fall Prescribed Burn,USDA-USFS-Bridger-Teton NF-Jackson RD,43.32,-110.75,Incomplete
2011,2016-04-18,300,300,NA,South Fall Creek-North Unit,USDA-USFS-Bridger-Teton NF-Jackson RD,43.32,-110.75,Complete
1560,NA,250,0,NA,Lower Palmer Presribed Burn,USDA-USFS-Bridger-Teton NF-Big Piney RD,43.31611111,-110.7319444,Incomplete
563,2010-12-02,46,46,110000,Pritchard Pass,USDA-USFS-Bridger-Teton NF-Jackson RD,43.3149893,-110.8090527,Complete
