SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,PILE_VOLUME,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
1014382,2021-01-01,20202,2030,120000,Rowe Mesa,NA,USFS / PECOS/LAS VEGAS DISTRICT,35.334,-105.559,Complete
1014401,2021-01-04,2500,2500,0,Chain of Craters RX,Broadcast,BLM-ADO-RPFO,34.869,-108.202,Complete
1014462,2021-01-01,5000,370,50000,mesa poleo/cordovas,NA,SANTA FE NATIONAL FOREST . COYOTE R.D,36.125,-106.696,Complete
1014520,2021-01-01,48165,260,1000,16 Springs Broadcast 2021,NA,FOREST SERVICE,32.956,-105.51,Complete
1014560,2021-01-04,69000,14044,0,Melrose Range RX,Broadcast,Department of Defense - Melrose Air Force Range,34.302,-103.767,Complete
1014660,2021-02-01,10000,2666,0,Collins Park,Broadcast,Gila National Forest-Reserve Ranger District,33.674,-108.435,Complete
1014671,2021-01-18,1800,1800,0,Sawmill RX,Broadcast,"USFS, Gila National Forest Silver City Ranger District",32.669,-108.478,Complete
1014673,2021-01-18,5200,3600,0,Bar Six RX,Broadcast,"USFS, Gila National Forest Silver City Ranger District",32.669,-108.496,Complete
1014680,2021-01-18,18946,342,1,Baney RX,Broadcast,MAGDALENA RD CIBOLA NF,33.862,-107.604,Complete
1014740,2021-01-19,400,400,0,Bitter Lake Wetlands,Broadcast,U.S. Fish and Wildlife Service - NM-BTR,33.447,-104.401,Complete
1014901,2021-02-01,1310,100,0,La Jara Rx,Broadcast,"CARSON NF, CAMINO REAL R.D.",36.416,-105.352,Complete
1014920,2021-04-01,10900,10900,0,Indain Peaks unit 15/17,Broadcast,Federal,33.608,-108.003,Complete
1014960,2021-01-29,2711,2711,3753,L-T East Rx,Broadcast,Gila National Forest- Wilderness RD,33.017,-108.054,Complete
1015062,2021-02-04,1000,1000,0,Mesa Chivato RX,Broadcast,BLM-ADO-RPFO,35.535,-107.317,Incomplete
1015140,2021-02-09,160,160,160,K45 East,NA,CIBOLA NATIONAL FOREST AND GRASSLANDS,36.528,-103.003,Complete
1015380,2021-03-03,1,1,43560,2021-03-03 Fire Training,NA,HollyFrontier Navajo Refining LLC,32.847,-104.387,Complete
1015440,2021-03-17,1,1,1,2021-03-17 Fire Training,NA,HollyFrontier Navajo Refining LLC,32.847,-104.387,Incomplete
1015460,2021-03-26,153,149,0,Banco Bonito North Rx,Broadcast,Valles Caldera National Preserve,35.837,-106.56,Complete
1015480,2021-03-25,6529,5676,0,Valle Vidal Rx-Hart Canyon Unit,Broadcast,"Carson National Forest, Questa Ranger District",36.792,-105.068,Complete
1015520,2021-03-29,1893,1893,500000,"RTLSA, Martinez Canyon",Broadcast,"CARSON NATIONAL FOREST, TRES PIEDRAS RANGER DISTRICT",36.697,-106.009,Complete
1015521,2021-03-29,408,136,100000,Big Horn / State Line,Broadcast,"CARSON NATIONAL FOREST, TRES PIEDRAS RANGER DISTRICT",36.993,-106.21,Complete
1015620,2021-04-12,4000,300,300,EXPRESS UU BAR RX PROJECT,Broadcast,KG FIRE MANAGEMENT SERVICES,-104.925,36.368,Complete
1015681,2021-04-23,3600,179,10000,Copperton Block Redondo RX,NA,MT. TAYLOR RD,35.16,-108.168,Complete
1015740,2021-05-04,4247,1805,1,Corn Canyon,Broadcast,MAGDALENA RD CIBOLA NF,33.554,-107.353,Complete
1015920,2021-09-01,501,223,0,Apache Rx,Broadcast,"CARSON NF, CAMINO REAL R.D.",36.395,-105.337,Complete
1016220,2021-09-23,1595,1595,450000,Stable Canyon Rx,Broadcast,"SANTA FE, JEMEZ RD",35.831,-106.758,Complete
1016240,2021-09-27,1500,270,0,Little Coyote Prescribed Fire,Broadcast,FOREST STEWARDS GUILD,36.31,-105.24,Complete
1016440,2021-11-04,128,128,2880,T-Bird Rx,NA,WILDERNESS RANGER DISTRICT-GILA NATIONAL FOREST,32.959,-108.044,Complete
1016560,2021-11-24,2565,350,0,Jaybird RX,Broadcast,"USFS, Gila National Forest Silver City Ranger District",32.964,-108.197,Complete
1016640,2021-12-01,132,132,1400,Gattons Park 2 Rx,NA,WILDERNESS RANGER DISTICT-GILA NF,32.986,-108.065,Complete
1016660,2021-12-13,60,60,1400,Gattons Park 1 Rx,NA,WILDERNESS RANGER DISTRICT-GILA NATIONAL FOREST,32.994,-108.085,Complete
1016801,2022-01-01,410,500,500,East Well Piles 2022,NA,Bureau of Land Management - NM-ROD,33.477,-105.457,Complete
1016802,2022-01-01,570,750,0,Overflow RX,Broadcast,Bureau of Land Management - NM-ROD,33.275,-104.356,Complete
1016803,2022-01-01,4000,3600,0,Ft. Stanton RX,Broadcast,Bureau of Land Management - NM-ROD,33.527,-105.502,Complete
1016941,2022-01-01,1964,100,1,Lobo,NA,Bureau of Land Management - NM-CAD,32.129,-104.388,Complete
1016982,2022-01-03,120,110,0,KSC-Jackpot Rx,Broadcast,"Carson National Forest, Questa Ranger District",36.586,-105.644,Complete
1017061,2022-01-04,605,605,7200,Sacaton Rx,NA,Federal,33.221,-108.738,Complete
1017201,2022-01-17,16087,270,0,Durfee-Bolander,Broadcast,MAGDALENA RD CIBOLA NF,33.943,-107.56,Complete
1017202,2022-01-17,18946,76,0,Baney,Broadcast,MAGDALENA RD CIBOLA NF,33.862,-107.604,Complete
1017401,2022-02-07,50,50,0,Dripping Springs,Broadcast,Bureau of Land Management - NM-LCD,-32.409,-106.59,Complete
1017420,2022-02-13,3500,650,0,Yates Valley,Broadcast,Department of Defense-White Sands Missile Range,33.766,-106.246,Complete
1017460,2022-02-12,2500,2500,0,Helms Valley,Broadcast,Department of Defense-White Sands Missile Range,33.735,-106.35,Complete
1017662,2022-02-14,102,102,490,Terry Well Rx,NA,GILA NATIONAL FOREST - WILDERNESS RANGER DISTRICT,33.008,-108.076,Complete
1017822,2022-02-24,394,403,1,K71,NA,CIBOLA NATIONAL FOREST AND GRASSLANDS,36.613,-103.075,Complete
1017880,2022-02-28,3000,1,0,Sheep Basin,Broadcast,Gila National Forest-Reserve Ranger District,33.562,-108.727,Incomplete
1017881,2022-02-28,2000,1,0,Cold Springs,Broadcast,Gila National Forest-Reserve Ranger District,33.787,-108.581,Incomplete
1018360,2022-10-01,880,110,1,Holloman Pond RX,NA,Dept. of Defense - Holloman AFB,32.818,-106.102,Complete
1019102,2023-01-18,420,409,1,Lobo,NA,Bureau of Land Management - NM-CAD,32.124,-104.378,Complete
1019103,2023-01-18,223,223,1,North Big,NA,Bureau of Land Management - NM-CAD,32.162,-104.313,Complete
1019260,2023-03-24,3650,2100,0,Upper Bear Den Canyon,Broadcast,Department of Defense-White Sands Missile Range,33.332,-106.67,Complete
1019280,2023-02-01,700,700,0,Red Rio,Broadcast,Bureau of Land Management - NM-LCD,33.717,-106.192,Complete
1019301,2023-02-01,5336,5338,0,Centennial RX,Broadcast,Bureau of Land Management - NM-LCD,32.358,-105.802,Complete
1019380,2023-02-14,640,525,5.25,K44,NA,CIBOLA NATIONAL FOREST AND GRASSLANDS,36.503,-103.036,Complete
1019382,2023-02-14,323,307,3.07,K74,NA,CIBOLA NATIONAL FOREST AND GRASSLANDS,36.615,-103.072,Complete
1019420,2023-02-15,12000,6400,1000,Sand Ranch RX 2023,Broadcast,Bureau of Land Management - NM-ROD,33.564,-103.852,Complete
1019421,2023-02-15,300,265,200,Circle F RX,Broadcast,Bureau of Land Management - NM-ROD,34.115,-104.921,Complete
1019560,2023-03-09,4633,3950,0,"Slaughter Mesa, Units 6 & 8",Broadcast,"FORESEST SERVICE, GILA N ATIONAL FOREST",34.071,-108.458,Complete
1019760,2023-04-17,466,15,1,Cannon Flight Line,NA,Dept. of Defense - Cannon AFB,34.388,-103.32,Complete
1009302,2013-03-01,NA,0,0,Programmatic Piles Burn,Pile,Federal,33.3542,-105.6831,Incomplete
1006723,2008-03-01,1000,0,0,Headquarters,Broadcast,Federal,34.75195,-108.2019,Incomplete
1016924,2022-01-01,1046,750,1,Cottonwood Springs,NA,Bureau of Land Management - NM-CAD,32.106,-104.279,Complete
1009111,2008-03-01,NA,NA,40000,Bess,Pile,Private,32.264,-106.7428,Complete
1008715,2018-03-01,NA,0,18000,Cooks Piles,Pile,Bureau of Land Management - NM-CAD,32.08222,-104.05666,Complete
1008524,2017-03-01,NA,0,1002240,Daedhorse pile burn,Pile,U.S. Forest Service-USDA - NM-LNF,33.32271,-105.4726,Complete
1009629,2019-02-05,0,0,651000,Six Horse 1,Pile,VERMEJO PARK RANCH,36.946,-104.724,Incomplete
1011920,2020-01-06,0,372,62000,Black Deer Piles,Pile,Gila National Forest-Reserve Ranger District,33.552,-108.683,Complete
1010820,2019-06-10,0,0,15000,AFFD Pile Burn,Pile,Angel Fire Fire Department,36.414,-105.282,Complete
1006404,2006-09-01,NA,0,0,UF-7-FS-289 Piles,Pile,Federal,35.8475,-106.42389,Incomplete
1009013,2006-09-01,NA,0,20000,Pine Cienega Piles,Pile,Federal,32.9923,-108.9802,Complete
1008444,2016-03-01,NA,0,0,Butler Flats,Pile,VERMEJO PARK RANCH,36.93308,-104.91373,Incomplete
1012200,2020-02-01,2715,0.01,0,L-T East Rx,Broadcast,GILA NATIONAL FOREST - WILDERNESS RANGER DISTRICT,33.022,-108.028,Incomplete
1009022,2006-03-01,NA,NA,30000,San Miguel,Pile,Private,32.1625,-106.7258,Complete
1006238,2005-06-01,NA,0,588000,Jackson05,Pile,Private,NA,NA,Complete
1013660,2020-08-03,15,1,0,Sevilleta piles,Broadcast,U.S. Fish and Wildlife Service - NM-SER,34.258,-106.881,Incomplete
1008376,2016-03-01,NA,0,150000000,BDR CY 16 T2 Piles,Pile,U.S. Fish and Wildlife Service - NM-BDR,33.76667,-106.87361,Complete
1006472,2006-03-01,421,0,0,West of Wet,Broadcast,Private,36.971,-105.0958,Incomplete
1008520,2017-03-01,NA,0,875520,Mesa pile burn,Pile,U.S. Forest Service-USDA - NM-LNF,33.31724,-105.7149,Complete
1007344,2010-03-01,NA,NA,40000,TSF#1,Pile,Private,32.6344,-107.025,Complete
1006148,2005-09-01,NA,0,153510,Sherwood RX,Pile,Federal,34.73083,-106.36889,Complete
1005894,2004-06-01,5000,0,0,Ladrone RX,Broadcast,Bureau of Land Management,NA,NA,Incomplete
1005852,2004-03-01,1500,0,0,Pot Mtn RX,Broadcast,Bureau of Land Management,NA,NA,Incomplete
1006263,2006-03-01,8892,0,0,Paliza,Broadcast,Federal,35.7192,-106.5742,Incomplete
1007882,2013-03-01,1000,0,0,Headquarters,Broadcast,BLM,34.75195,-108.2019,Incomplete
1006167,2005-03-01,NA,0,0,Fenton Hill Piles,Pile,Federal,NA,NA,Incomplete
1008802,2018-03-01,NA,0,0,Caliente 1,Pile,VERMEJO PARK RANCH,36.88988,-104.7962,Incomplete
1008493,2017-03-01,NA,0,500000,Perea Nature Trail Piles,Pile,Bureau of Land Management - NM-RPD,35.54592,-106.7816,Complete
1007654,2012-03-01,NA,0,103125,Chaparral Pile RX,Pile,USFS SNF CUBA RD,35.8487,-106.8214,Complete
1007151,2009-03-01,13886,0,0,H16,Broadcast,Private,NA,NA,Incomplete
1009027,2006-09-01,NA,NA,4800,PDTI090806,Pile,Private,32.64472,-108.35056,Complete
1008702,2018-03-01,386,0,145000,Chaparral RX,Pile,Federal,35.9063,-106.7508,Complete
1006941,2009-09-01,NA,0,27500,Upper Rio Bonito,Pile,Federal,33.47,-105.5636,Complete
1016180,2021-09-22,2205,1,0,FMU 611,Broadcast,VERMEJO PARK RANCH,36.521,-104.769,Incomplete
1009117,2008-03-01,NA,NA,4999,ARREY,Pile,Private,32.8591,-107.2893,Complete
1008354,2016-03-01,14718,0,0,Cerro Brillante,Broadcast,BLM,34.7458,-105.5994,Incomplete
1007105,2009-09-01,NA,0,239400,B and D,Pile,Private,36.8422,-105.0247,Complete
1006509,2007-03-01,2000,0,0,La Sotella,Broadcast,Federal,36.04,-106.16,Incomplete
1007601,2011-03-01,7768.5,0,0,C3,Broadcast,Private,NA,NA,Incomplete
1005951,2004-09-01,NA,NA,2550,FFINC 04-01,Pile,Private,NA,NA,Complete
1014663,2021-01-20,0,0.01,120000,Buzzard Piles,Pile,Gila National Forest-Reserve Ranger District,33.742,-108.478,Complete
1007178,2010-03-01,7000,0,0,La Sotella,Broadcast,Federal,36.04,-106.16,Incomplete
1008162,2015-06-01,NA,0,0,Wildhorse Piles/Slash Pit,Pile,BLM,34.5557,-107.9396,Incomplete
1007833,2012-03-01,27966,0,0,S9,Broadcast,VERMEJO PARK RANCH,36.6142,-104.8868,Incomplete
1007746,2012-06-01,NA,0,0,Capitan comm FW 4,Pile,"LINCOLN NF, SMOKEY BEAR RD",NA,NA,Incomplete
1009175,2009-12-01,NA,0,4990,Boundary Piles,Pile,Federal,NA,NA,Complete
1008954,2004-03-01,NA,NA,7000,Bess Farm,Pile,Private,32.09,-106.7428,Complete
1007822,2012-03-01,15234,0,0,H13,Broadcast,VERMEJO PARK RANCH,36.8648,-105.0004,Incomplete
1006883,2008-09-01,NA,0,490200,Stubblefield Area Piles,Pile,Private,36.93641,-104.8626,Complete
1006316,2006-09-01,NA,0,3000,Caballo Mountain,Pile,Federal,32.9602,-107.2223,Complete
1010780,2019-06-21,20,20,200000,IBWC River Piles,NA,U.S. Fish and Wildlife Service - NM-SNR,32.672,-107.124,Complete
1006065,2005-09-01,804,0,0,West Mesa,Broadcast,Federal,NA,NA,Incomplete
1006675,2007-03-01,NA,NA,10000,Rodey,Pile,Private,32.6268,-106.9982,Complete
1009032,2006-06-01,NA,0,16500,Mescalero FP II,Pile,Private,32.90417,-105.96667,Complete
1006761,2008-03-01,40000,0,0,Fullerton-Shaw,Broadcast,Federal,33.7296,-108.1508,Incomplete
1006213,2005-03-01,65,0,0,Willow Haven,Broadcast,Private,36.86775,-104.96253,Incomplete
1008826,2018-09-01,200,0,0,Copper Hill RX,Broadcast,NM State Land Office - NM State Land Office,NA,NA,Incomplete
1006209,2005-03-01,117,0,0,Sombrero,Broadcast,Private,36.98208,-104.90842,Incomplete
1013020,2020-02-27,2470,0.01,0,FMU 613,Broadcast,VERMEJO PARK RANCH,36.49,-104.733,Incomplete
1017400,2022-02-07,5336,3200,0,Centennial Rx,Broadcast,Bureau of Land Management - NM-LCD,-32.358,-105.802,Complete
1009046,2007-09-01,NA,0,10500,3 Circles Unit #8,Pile,Federal,32.9542,-108.0219,Complete
1007964,2013-09-01,174,0,0,Carracas Box Tank Burn,Broadcast,Federal,NA,NA,Incomplete
1007879,2013-03-01,NA,0,1125000,Chimayo Scout Camp Piles,Pile,BLM,35.9102,-105.8855,Complete
1007842,2012-03-01,NA,0,20000,Broad Canyon Piles,Pile,USFWS,32.5225,-106.9825,Complete
1008508,2017-03-01,NA,0,5000,SER CY 16 T2 Piles,Pile,U.S. Fish and Wildlife Service - NM-SER,34.26805,-106.86,Complete
1007355,2010-03-01,12341,0,0,C2,Broadcast,Private,NA,NA,Incomplete
1006463,2006-03-01,5381,0,0,Encinosa,Broadcast,Private,36.5667,-104.8671,Incomplete
1009094,2008-03-01,NA,0,30000,ELMO Inscription Piles,Pile,Federal,NA,NA,Complete
1007606,2011-03-01,25053,0,0,H3,Broadcast,Private,NA,NA,Incomplete
1009723,2019-02-20,0,1,50000,Black Deer Piles,Pile,Gila National Forest-Reserve Ranger District,33.552,-108.683,Complete
1014840,2021-02-01,700,700,1,8 mile Prescribed Fire 2021,Broadcast,Bureau of Land Management - NM-ROD,33.652,-104.35,Complete
1016541,2021-11-19,0,0.1,0,Tank Canyon,Pile,BLM - SOCORRO FO,34.533,-107.942,Incomplete
1009205,2010-09-01,NA,0,0,NM-BDR Piles 091610,Pile,U.S. Fish and Wildlife Service,33.7808,-106.8828,Unknown
1008707,2018-03-01,1000,0,0,Gallina WUI Rx,Broadcast,U.S. Forest Service-USDA - NM-SNF,36.2092,-106.8204,Incomplete
1007146,2009-03-01,13157,0,0,H11,Broadcast,Private,NA,NA,Incomplete
1009158,2009-03-01,NA,NA,24000,Mesquite,Pile,Private,32.1625,-106.7087,Complete
1006771,2008-03-01,NA,0,0,Baca Pit,Pile,Federal,34.1528,-108.4438,Incomplete
1005976,2004-03-01,9006,0,0,Gachupin,Broadcast,Private,NA,NA,Incomplete
1006990,2009-03-01,NA,0,19200,Rendija (valle II),Pile,Federal,35.9167,-106.3083,Complete
1009631,2019-02-05,0,0,350000,Trac Harvest,Pile,VERMEJO PARK RANCH,36.963,-104.802,Incomplete
1007359,2010-03-01,6374,0,0,H1,Broadcast,Private,NA,NA,Incomplete
1007762,2012-03-01,10000,0,0,Knickerbocker,Broadcast,BUREAU OF LAND MANAGEMENT,36.8028,-107.8144,Unknown
1007722,2012-03-01,NA,0,40000,BTL Spring Ditch,Pile,USFWS,33.4467,-104.4039,Complete
1005961,2004-03-01,NA,0,0,Slash Pile,Pile,Private,35.6182,-105.2065,Incomplete
1015780,2021-05-18,2400,2500,0,Oilfield,Broadcast,U.S. Fish and Wildlife Service - NM-BTR,33.433,-104.386,Incomplete
1008163,2015-03-01,17000,0,0,Mertz Ranch,Broadcast,BLM,34.6454,-107.7907,Incomplete
1007806,2012-03-01,10823,0,0,C1,Broadcast,VERMEJO PARK RANCH,36.9695,-105.2731,Incomplete
1007683,2012-03-01,463,0,0,Capitan Personal FW,Broadcast,LINCOLN NF,33.5113,-105.6357,Incomplete
1007091,2009-09-01,175,0,31950,Los Alamos Maintenance II,Pile,Municipal,35.8919,-106.2916,Complete
1012161,2020-01-17,0,0,420000,Arch Redd East,Pile,VERMEJO PARK RANCH,36.934,-104.795,Complete
1005830,2004-12-01,NA,56,68750,Pie Town,Pile,Federal,34.3,-108.12,Complete
1007841,2012-03-01,NA,0,0,Broad Canyon PL Piles,Pile,USFWS,NA,NA,Incomplete
1009351,2016-03-01,NA,0,0,Glenwood Slash Pit,Pile,U.S. Forest Service-USDA - NM-GNF - Glenwood,33.2349,-108.8214,Incomplete
1008445,2016-03-01,NA,0,0,Caliente 1,Pile,VERMEJO PARK RANCH,36.88988,-104.79615,Incomplete
1007092,2009-12-01,NA,0,0,Rodeo,Pile,Municipal,35.3525,-103.4052,Incomplete
1006473,2006-03-01,1325,0,0,Stampede,Broadcast,Private,36.3066,-104.8685,Incomplete
1008717,2018-03-01,NA,0,240000,Armijo Spring,Pile,GILA NATIONAL FOREST,34.09528,-108.56695,Complete
1005997,2005-03-01,40,0,0,Cebolla Canyon,Broadcast,Federal,34.66806,-107.835,Incomplete
1006783,2008-03-01,NA,0,0,Luna Admin. Pile,Pile,Federal,33.8269,-108.9433,Incomplete
1009382,2017-03-01,NA,0,0,D5 District Wide Piles 1,Pile,U.S. Forest Service-USDA - NM-GNF - Wilderness,32.97243,-108.04726,Incomplete
1007595,2011-09-01,NA,0,0,Timber Slash,Pile,Private,36.95591,-104.7913,Incomplete
1007874,2013-03-01,15715,0,0,Santa Barbara,Broadcast,USFS,36.07,-105.8,Incomplete
1006705,2007-03-01,NA,0,120000,ELK CANYON RANCH,Pile,Private,36.24,-105.1948,Complete
1009063,2007-03-01,NA,NA,22000,San Miquel,Pile,Private,NA,NA,Complete
1009005,2005-09-01,10,0,25000,Hadden,Pile,Private,NA,NA,Complete
1009043,2007-03-01,NA,0,75891,Ruidoso WUI,Pile,Federal,33.35,-105.4,Complete
1005994,2005-03-01,500,0,0,Chimayo Scout Camp Piles,NA,Federal,35.9102,-105.8855,Incomplete
1009225,2010-03-01,NA,NA,4000,Donaldson,Pile,Private,32.3365,-106.8618,Complete
1006898,2008-03-01,190,0,0,Boog's 1,Broadcast,Private,36.9568,-104.8192,Incomplete
1009203,2010-09-01,NA,0,9998,NM-BDR Piles,Pile,U.S. Fish and Wildlife Service,36.7731,-106.8878,Complete
1008324,2016-09-01,1200,0,0,lagunitas Meadow RX,Broadcast,US FOREST SERVICE,36.8938,-106.2624,Incomplete
1008808,2018-03-01,NA,0,0,Six Horse 1,Pile,VERMEJO PARK RANCH,36.94724,-104.7238,Incomplete
1008526,2017-03-01,235,0,0,Perry Rx,Broadcast,U.S. Forest Service-USDA - NM-LNF,33.38463,-105.4476,Incomplete
1007410,2011-03-01,535,0,0,Cejita Mesa,NA,Federal,36.0961,-105.8133,Incomplete
1007380,2010-03-01,31025,0,0,H22,Broadcast,Private,NA,NA,Incomplete
1007234,2010-03-01,40,0,0,Dripping Springs,Broadcast,Federal,32.409,-106.5897,Incomplete
1007222,2010-03-01,NA,0,150000,Pot Creek Piles,Pile,Federal,36.2846,-105.5816,Complete
1005913,2004-09-01,800,0,0,Santa Fe Watershed Broadcast,Broadcast,Federal,35.6739,-105.8488,Incomplete
1009254,2011-12-01,NA,NA,NA,Donaldson,Pile,Private,32.3365,-106.8618,Incomplete
1006243,2005-09-01,NA,0,150000,Grouse Mesa,Pile,Private,36.86666,-106.41666,Complete
1006162,2005-03-01,NA,0,0,Pony Piles,Pile,Federal,NA,NA,Incomplete
1008251,2015-03-01,NA,0,0,Wind Mountain Pile Burn,Pile,BLM,36.7053,-105.92,Incomplete
1007501,2011-03-01,1800,0,0,Sacaton,Broadcast,Federal,NA,NA,Incomplete
1006791,2008-03-01,250,0,0,South Fork,Broadcast,Federal,32.0219,-104.3572,Incomplete
1014440,2021-01-01,5000,0.001,0,Gallinas Rx,Broadcast,USFS SANTA FE PECOS/LAS VEGAS R.D.,35.68,-105.458,Incomplete
1008641,2017-03-01,NA,0,0,Vermejo Park 1,Pile,VERMEJO PARK RANCH,36.96903,-105.1861,Incomplete
1013680,2020-07-23,0,0,0.01,Groen#2,Pile,"SALOPEK 4MP, LLC",32.347,-106.812,Incomplete
1006840,2008-09-01,NA,0,200000,Upper Rio Bonito,Pile,Federal,33.47,-105.5636,Complete
1006525,2007-03-01,NA,0,460800,Hyde Rx,Pile,Federal,34.7032,-106.3672,Complete
1006485,2006-09-01,NA,0,0,Tercio Joint Piles,Pile,Private,36.99374,-105.07797,Incomplete
1006114,2005-06-01,432,0,0,Lava Falls,Broadcast,Federal,NA,NA,Incomplete
1014483,2021-01-01,0,1,0,Cerrososo,Pile,VERMEJO PARK RANCH,36.679,-104.92,Incomplete
1009546,2019-01-31,4600,0.1,1452000,Joaquin,NA,"SANTA FE N.F., JEMEZ R.D.",35.806,-106.802,Complete
1008310,2016-03-01,218,0,0,Coe West Mastication Rx,Broadcast,U.S. Forest Service-USDA - NM-LNF,33.3891,-105.43529,Incomplete
1006467,2006-03-01,1180,0,0,Tin Pan,Broadcast,Private,36.95963,-104.5602,Incomplete
1007121,2009-03-01,40,0,0,North Palomas Creek,Broadcast,Private,33.1774,-107.5842,Incomplete
1007100,2009-03-01,NA,NA,62000,TSF#1,Pile,Private,32.6344,-107.025,Complete
1006334,2006-03-01,5000,0,0,North Unit,Broadcast,Bureau of Land Management,36.78,-105.71972,Incomplete
1016181,2021-09-22,1609,1,0,FMU 612,Broadcast,VERMEJO PARK RANCH,36.514,-104.741,Incomplete
1009342,2015-12-01,NA,NA,50,Lucero House 2,Pile,5A PECANS,32.6738,-107.1758,Complete
1009066,2007-03-01,NA,NA,4500,PDCI041907,Pile,Private,NA,NA,Complete
1008662,2018-03-01,220,0,0,Negrito Fire Base Rx,NA,USFS,33.5125,-108.5299,Incomplete
1008561,2017-03-01,5500,0,0,L-T West,Broadcast,U.S. Forest Service-USDA - NM-GNF - Wilderness,33.03646,-108.03989,Incomplete
1007162,2009-03-01,16951,0,0,WS3,Broadcast,Private,36.4979,-104.6268,Incomplete
1008640,2017-03-01,NA,0,0,TX,Pile,VERMEJO PARK RANCH,36.92561,-104.7691,Incomplete
1007851,2013-09-01,660,0,0,South Pastures,Broadcast,BANDELIER NPS,35.5292,-105.6611,Incomplete
1012701,2020-02-14,0,0.01,50000,2020-4MP#2,Pile,"SALOPEK 4MP, LLC",32.42,-106.86,Complete
1008257,2015-03-01,NA,NA,NA,TSF#1,Pile,TOM SALOPEK FARMS,32.6344,-107.025,Incomplete
1006978,2009-03-01,15000,0,42000,Chaparral RX,Pile,Federal,35.9207,-106.7508,Complete
1005825,2004-03-01,NA,183,658000,Copper Hill Piles,Pile,Bureau of Land Management,36.2024,-105.7578,Complete
1018660,2022-12-15,2,3,9000,UTE VALLEY,NA,Angel Fire Fire Department,36.356,-105.24,Complete
1007541,2011-03-01,266,0,0,Escobas Mesa,Broadcast,Federal,NA,NA,Incomplete
1006371,2006-03-01,1133,0,0,Bixler West,Broadcast,Federal,36.7688,-107.242,Incomplete
1007904,2013-03-01,500,0,90000,Perk Grindstone Handpiles,Pile,USDA-FS,33.3508,-105.6897,Complete
1005819,2004-12-01,NA,20,62500,DATIL,Pile,Federal,34.1486,-107.8647,Complete
1008227,2015-03-01,NA,0,0,Districtwide Piles,Pile,U.S. Forest Service-USDA - NM-CAF - Jicarilla,36.7688,-107.2065,Incomplete
1006567,2007-03-01,NA,0,1500000,Turkey/Gavilan,Pile,Federal,33.3112,-105.6149,Complete
1015400,2021-03-12,585,0,1,Cat Mesa Rx,Pile,"SANTA FE, JEMEZ RD",35.8,-106.644,Incomplete
1006810,2008-03-01,411,0,0,Maestas,Broadcast,Federal,NA,NA,Incomplete
1008476,2017-03-01,700,0,0,Holloman,NA,BLM,NA,NA,Incomplete
1007795,2012-09-01,NA,0,0,Wallow Roadside Piles,Pile,Federal,NA,NA,Incomplete
1007382,2010-03-01,27966,0,0,S9,Broadcast,Private,36.6142,-104.8868,Incomplete
1019440,2023-02-16,1,0.01,50000,Philmont Burn Pit '23,NA,PHILMONT SCOUT RANCH,36.472,-104.966,Complete
1008362,2016-03-01,400,0,0,Timberon,Broadcast,BLM,32.6087,-105.7378,Incomplete
1008492,2017-03-01,14718,0,0,Cerro Brillante,Broadcast,BLM,34.7458,-105.5994,Incomplete
