BurnID,BurnName,Burn Type,Latitude,Longitude,AgencyOrCompany,TotalArea,TotalPileVolume,Burned?,Date1,Date2,Date3,Date4,Date5,Date6,Date7,LAT_PERMIT,LON_PERMIT
1362,Washakie Aspen 19-24,SMP-II,42.72194444,-108.855,USDA-USFS-Shoshone NF-Lander RD,585,,,,,,,,,,42.72194444,-108.855
1762,West Zone Piles,SMP-II,42.72,-110.76,USDA-USFS-Bridger-Teton NF-Kemmerer RD,201,211050,Burned,11/19/2015,11/4/2015,11/5/2015,11/9/2015,11/10/2015,11/12/2015,11/18/2015,42.72,-110.76
3007,West Zone Piles,SMP-II,42.72,-110.76,USDA-USFS-Bridger-Teton NF-Greys River RD,301,236050,,,,,,,,,42.72,-110.76
3123,West Zone Pile,SMP-II,42.72,-110.76,USDA-USFS-Bridger-Teton NF-Greys River RD,301,236050,Burned,10/4/2017,10/5/2017,10/10/2017,11/8/2017,11/9/2017,,,42.72,-110.76
3321,West Zone Piles,SMP-II,42.72,-110.76,USDA-USFS-Bridger-Teton NF-Greys River RD,301,236050,Burned,5/7/2018,5/8/2018,5/9/2018,5/10/2018,5/11/2018,5/15/2018,5/17/2018,42.72,-110.76
1134,Upper Billies Rx,SMP-II,42.71869167,-110.4309861,USDI-BLM-Kemmerer Field Office,450,,Burned,20-May-12,21-May-12,,,,,,42.71869167,-110.4309861
1657,West Zone Piles,SMP-II,42.7185,-110.7611,USDA-USFS-Bridger-Teton NF-Kemmerer RD,220,330000,Burned,6-Nov-14,14-Nov-14,,,,,,42.7185,-110.7611
1533,"Washakie Aspen Units 2, 3, 5-18",SMP-II,42.71208056,-108.8592167,USDA-USFS-Shoshone NF-Washakie RD,540,,,,,,,,,,42.71208056,-108.8592167
776,"Washakie Aspen Units 2-3, 5-18",SMP-II,42.71208056,-108.8592167,USDA-UFS-Shoshone NF-Dubois RD,540,,,,,,,,,,42.71208056,-108.8592167
1058,"Washakie Aspen Units 2-3, 5-18",SMP-II,42.71208056,-108.8592167,USDA-USFS-Shoshone NF-Lander RD,540,,Burned,22-Mar-12,28-Mar-12,31-Mar-12,,,,,42.71208056,-108.8592167
658,"Washakie Aspen Units 2-3, 5-18",SMP-II,42.71208056,-108.8592167,USDA-USFS-Shoshone NF-Dubois RD,540,,,,,,,,,,42.71208056,-108.8592167
1366,"Washakie Aspen Units 2-3, 5-18",SMP-II,42.71208056,-108.8592167,USDA-USFS-Shoshone NF-Lander RD,540,,,,,,,,,,42.71208056,-108.8592167
1730,"Washakie Aspen units 2,3,5-18",SMP-II,42.71,-108.86,USDA-USFS-Shoshone NF-Washakie RD,540,,,,,,,,,,42.71,-108.86
1964,"Washakie Aspen units 2,3,5-18",SMP-II,42.71,-108.86,USDA-USFS-Shoshone NF-Washakie RD,540,,,,,,,,,,42.71,-108.86
3090,"Washakie Aspen units 2,3,5-18",SMP-II,42.71,-108.86,USDA-USFS-Shoshone NF-Washakie RD,540,,,,,,,,,,42.71,-108.86
3152,Town of Afton Spring Cleanup,SMP-II,42.71,-110.95,Town of Afton,0,40000,Burned,6/5/2017,6/6/2017,6/7/2017,6/8/2017,,,,42.71,-110.95
3267,"Washakie Aspen 2, 3,5-18",SMP-II,42.71,-108.86,USDA-USFS-Shoshone NF-Washakie RD,312,,Burned,5/10/2018,,,,,,,42.71,-108.86
3448,Washakie Aspen,SMP-II,42.71,-108.86,USDA-USFS-Shoshone NF-Washakie RD,312,,,,,,,,,,42.71,-108.86
3587,Washakie Aspen,SMP-II,42.71,-108.86,USDA Forest Service,312,,,,,,,,,,42.71,-108.86
3761,Washakie Aspen,SMP-II,42.71,-108.86,,312,,,,,,,,,,42.71,-108.86
789,Cottonwood II,SMP-II,42.70333889,-110.4764861,USDA-USFS-Bridger-Teton NF-Big Piney RD,1093,,,,,,,,,,42.70333889,-110.4764861
1718,Freak Mountain  7,SMP-II,42.7,-108.84,USDA-USFS,838,,,,,,,,,,42.7,-108.84
1801,Cottonwood II - Unit 01,SMP-II,42.7,-110.48,USDA-USFS-Bridger-Teton NF-Big Piney RD,338,140000,,,,,,,,,42.7,-110.48
1802,Cottonwood II - Unit 12,SMP-II,42.7,-110.48,USDA-USFS-Bridger-Teton NF-Big Piney RD,338,140000,,,,,,,,,42.7,-110.48
2019,Cottonwood II - Unit 01,SMP-II,42.7,-110.48,USDA-USFS-Bridger-Teton NF-Big Piney RD,338,,,,,,,,,,42.7,-110.48
3156,CottonWood Unit 1,SMP-II,42.7,-110.48,USDA-USFS-Bridger-Teton NF-Big Piney RD,88,,,,,,,,,,42.7,-110.48
3329,Cottonwood II - Unit 1,SMP-II,42.7,-110.48,USDA-USFS-Bridger-Teton NF-Big Piney RD,88,,,,,,,,,,42.7,-110.48
3631,Wiggins Fork R5,SMP-II,42.7,-109.58,USDA-USFS-Shoshone NF-Wind River RD,397,,,,,,,,,,42.7,-109.58
1748,,SMP-II,42.69,-106.22,Wyoming State Forestry Division,13,94650,,,,,,,,,42.69,-106.22
1980,Pole Creek Salvage Sale Slash Pile Burn,SMP-II,42.69,-106.22,Wyoming State Forestry Division,13,94650,,,,,,,,,42.69,-106.22
753,Washakie Aspen,SMP-II,42.6874761,-108.8664812,USDA-USFS-Shoshone NF-Dubois RD,585,,,,,,,,,,42.6874761,-108.8664812
1056,Washakie Aspen,SMP-II,42.6874761,-108.8664812,USDA-USFS-Shoshone NF-Dubois RD,585,,,,,,,,,,42.6874761,-108.8664812
531,Washakie Aspen,SMP-II,42.6874761,-108.8664812,USDA-USFS-Shoshone NF-Dubois RD,585,,,,,,,,,,42.6874761,-108.8664812
754,Freak Mountain Unit 7,SMP-II,42.68583333,-108.8327778,USDA-USFS-Shoshone NF-Dubois RD,838,,,,,,,,,,42.68583333,-108.8327778
617,Freak Mountain Unit 7,SMP-II,42.68583333,-108.8327778,USDA-USFS-Shoshone NF-Dubois RD,838,,,,,,,,,,42.68583333,-108.8327778
565,Pole Creek Slash Piles,SMP-II,42.6852173,-106.2144633,Wyoming State Forestry Division,,52000,,,,,,,,,42.6852173,-106.2144633
1530,Freak Mountain 7,SMP-II,42.68348889,-108.8355833,USDA-USFS-Shoshone NF-Washakie RD,838,,,,,,,,,,42.68348889,-108.8355833
1054,Freak Mountain 7,SMP-II,42.68348889,-108.8355833,USDA-USFS-Shoshone NF-Lander RD,838,,,,,,,,,,42.68348889,-108.8355833
1363,Freak Mountain 7,SMP-II,42.68348889,-108.8355833,USDA-USFS-Shoshone NF-Lander RD,838,,,,,,,,,,42.68348889,-108.8355833
1952,Freak Mountain  7,SMP-II,42.68,-108.84,USDA-USFS,838,,,,,,,,,,42.68,-108.84
1880,Muddy Mountain Road Fuel Break Slash Pile Burn,SMP-II,42.68,-106.27,Wyoming State Forestry Division,20,38400,Burned,11/23/2015,,,,,,,42.68,-106.27
3079,Freak Mountain 7,SMP-II,42.68,-108.84,USDA-USFS-Shoshone NF-Washakie RD,838,,,,,,,,,,42.68,-108.84
1455,Pile Burning,SMP-II,42.6726933,-109.2563485,USDA-USFS-Bridger-Teton NF-Big Piney RD,255,,,,,,,,,,42.6726933,-109.2563485
3607,South La Bonte,SMP-II,42.67,-105.67,USFS,,11694,,,,,,,,,42.67,-105.67
604,Red Canyon/Maki Creek,SMP-II,42.66813333,-110.4504833,USDI-BLM-Rock Springs Field Office,1000,,,,,,,,,,42.66813333,-110.4504833
3728,Irish Canyon Landing Piles,SMP-II,42.66,-109.38,Wyoming State Forestry Division,97,45000,,,,,,,,,42.66,-109.38
3737,Rock Creek Piles,SMP-II,42.66,-108.74,Wyoming State Forestry Division,,,,,,,,,,,42.66,-108.74
3306,Tin Cup Pile Burn,SMP-II,42.66,-107.91,USDI-BLM-Lander Field Office,55,32500,,,,,,,,,42.66,-107.91
3388,Tin Cup,SMP-II,42.66,-107.91,,5,8000,,,,,,,,,42.66,-107.91
3815,Long Creek,SMP-II,42.66,-108.01,USDI-BLM-Lander Field Office,,25600,,,,,,,,,42.66,-108.01
755,Freak Mountain 8 & 9,SMP-II,42.6522,-108.8067,USDA-USFS-Shoshone NF-Dubois RD,2480,,,,,,,,,,42.6522,-108.8067
1057,Freak Mountain 9,SMP-II,42.6522,-108.8067,USDA-USFS-Shoshone NF-Lander RD,1030,,,,,,,,,,42.6522,-108.8067
1364,Freak Mountain 9,SMP-II,42.6522,-108.8067,USDA-USFS-Shoshone NF-Lander RD,1030,,,,,,,,,,42.6522,-108.8067
1405,West Zone Piles,SMP-II,42.645,-110.6682,USDA-USFS-Bridger-Teton NF-Greys River/Kemmerer RD,285,1500,,,,,,,,,42.645,-110.6682
1250,Spring Creek Timber Sale,SMP-II,42.6445716,-110.5634096,USDA-USFS-Bridger-Teton NF-Greys River RD,156,12000,Burned,14-Nov-12,,,,,,,42.6445716,-110.5634096
1719,Middle Fork F10,SMP-II,42.63,-108.82,USDA-USFS,1017,,,,,,,,,,42.63,-108.82
1953,Middle Fork F10,SMP-II,42.63,-108.82,USDA-USFS,1017,,,,,,,,,,42.63,-108.82
3758,Middle Fork F10,SMP-II,42.63,-108.82,,1017,,,,,,,,,,42.63,-108.82
3080,Middle Fork F10,SMP-II,42.63,-108.82,USDA-USFS-Shoshone NF-Washakie RD,1017,,,,,,,,,,42.63,-108.82
3266,Middle Fork F10,SMP-II,42.63,-108.82,USDA-USFS-Shoshone NF-Washakie RD,1017,,Burned,1/18/2018,1/19/2018,,,,,,42.63,-108.82
3298,Bates Hole Juniper Broadcast,SMP-II,42.63,-106.37,USDI-BLM-Casper Field Office,450,,,,,,,,,,42.63,-106.37
3444,Middle Fork F10,SMP-II,42.63,-108.82,USDA-USFS-Shoshone NF-Washakie RD,1017,,,,,,,,,,42.63,-108.82
3469,Bates Hole Juniper Broadcast,SMP-II,42.63,-106.37,USDI-BLM-Casper Field Office,450,,,,,,,,,,42.63,-106.37
3583,Middle Fork F10,SMP-II,42.63,-108.82,USDA Forest Service,1017,,,,,,,,,,42.63,-108.82
756,Middle Fork F10,SMP-II,42.62759444,-108.8171778,USDA-USFS-Shoshone NF-Dubois RD,1017,,,,,,,,,,42.62759444,-108.8171778
1055,Middle Fork F10,SMP-II,42.62759444,-108.8171778,USDA-USFS-Shoshone NF-Lander RD,1017,,,,,,,,,,42.62759444,-108.8171778
1365,Middle Fork F10,SMP-II,42.62759444,-108.8171778,USDA-USFS-Shoshone NF-Lander RD,1017,,,,,,,,,,42.62759444,-108.8171778
1531,Middle Fork F10,SMP-II,42.62759444,-108.8171778,USDA-USFS-Shoshone NF-Washakie RD,1017,,,,,,,,,,42.62759444,-108.8171778
1532,Middle Fork F10,SMP-II,42.62759444,-108.8171778,USDA-USFS-Shoshone NF-Washakie RD,1017,,,,,,,,,,42.62759444,-108.8171778
541,Lower Cottonwood Rx Burn,SMP-II,42.61143333,-110.8931389,USDA-USFS-Bridger-Teton NF-Greys River RD,400,,Burned,26-Sep-08,,,,,,,42.61143333,-110.8931389
1666,Iron Mountain,SMP-II,42.58638,-105.297413,USDI-BLM-Rawlins Field Office,600,,,,,,,,,,42.58638,-105.297413
674,Wet Fork of Sheep Creek,SMP-II,42.58083333,-106.2719444,USDI-BLM-Casper Field Office,1100,,Burned,2-Nov-10,3-Nov-10,4-Nov-10,,,,,42.58083333,-106.2719444
750,Wet Fork of Sheep Creek,SMP-II,42.58083333,-106.2719444,USDI-BLM-Casper Field Office,1100,,,,,,,,,,42.58083333,-106.2719444
537,Chicken Creek,SMP-II,42.58042222,-109.2269556,USDA-USFS-Bridger-Teton NF-Pinedale RD,2310,,,,,,,,,,42.58042222,-109.2269556
3740,Twin Creek Piles,SMP-II,42.58,-108.68,Wyoming State Forestry Division,25,18900,,,,,,,,,42.58,-108.68
2738,Twin Creek Piles,SMP-II,42.58,-108.68,Wyoming State Forestry Division,25,18900,,,,,,,,,42.58,-108.68
1644,Blucher Piles,SMP-II,42.5604556,-109.1435028,USDI-BLM-Rock Springs Field Office,20,27143,Burned,19-Nov-14,20-Nov-14,21-Nov-14,22-Nov-14,23-Nov-14,,,42.5604556,-109.1435028
542,Bell Draw,SMP-II,42.56040564,-106.2133024,USDI-BLM-Casper Field Office,1814,,,,,,,,,,42.56040564,-106.2133024
1575,Blucher Piles,SMP-II,42.5603,-109.138,USDI-BLM-Rock Springs Field Office,20,27143,Burned,22-Feb-14,23-Feb-14,25-Feb-14,,,,,42.5603,-109.138
3265,South Pass Aspen,SMP-II,42.55,-108.71,USDA-USFS-Shoshone NF-Washakie RD,300,313076,,,,,,,,,42.55,-108.71
3447,South Pass Aspen: Beaver Creek Piles,SMP-II,42.55,-108.71,USDA-USFS-Shoshone NF-Washakie RD,300,313076,Burned,12/10/2019,12/17/2019,12/18/2019,,,,,42.55,-108.71
3586,South Pass Aspen Beaver Creek,SMP-II,42.55,-108.71,USDA Forest Service,300,313076,Burned,1/9/2020,1/10/2020,12/2/2020,12/3/2020,12/7/2020,12/8/2020,12/9/2020,42.55,-108.71
543,Bates Hole Big Sagebrush Restoration Rx,SMP-II,42.54814175,-106.4557419,"Fire Trax, LLC",578,,,,,,,,,,42.54814175,-106.4557419
1113,Jay Collins Prescribed Burn 2012,SMP-II,42.54,-105.03,Wyoming Game and Fish Department,284,,,,,,,,,,42.54,-105.03
1963,South Pass aspen,SMP-II,42.53,-108.72,USDA-USFS,112,19390,,,,,,,,,42.53,-108.72
1869,South Pass aspen,SMP-II,42.53,-108.72,USDA-USFS,112,19390,,,,,,,,,42.53,-108.72
3089,South Pass Aspen,SMP-II,42.53,-108.72,USDA-USFS-Shoshone NF-Washakie RD,113,19390,Burned,4/11/2017,4/12/2017,4/26/2017,11/21/2017,12/7/2017,12/8/2017,12/11/2017,42.53,-108.72
3185,South Pine Aspen Piles,SMP-II,42.51,-108.13,USDI-BLM-Lander Field Office,220,40000,Burned,12/5/2017,12/6/2017,12/7/2017,12/12/2017,12/13/2017,,,42.51,-108.13
874,Indian Springs,SMP-II,42.50014278,-106.2669375,USDI-BLM-Casper Field Office,1280,,Burned,19-Sep-11,20-Sep-11,21-Sep-11,22-Sep-11,23-Sep-11,24-Sep-11,25-Sep-11,42.50014278,-106.2669375
3386,Atlantic City Fuels,SMP-II,42.49,-108.76,USDI-BLM-Lander Field Office,3,90000,Burned,11/14/2018,,,,,,,42.49,-108.76
3535,South Pass Aspen FY20 Piles,SMP-II,42.48,-108.76,,39,60000,,,,,,,,,42.48,-108.76
1878,Fort Fetterman Thinning Slash Pile Burn,SMP-II,42.45,-105.39,Wyoming State Forestry Division,21,31200,,,,,,,,,42.45,-105.39
1982,Fort Fetterman Thinning Slash Pile Burn,SMP-II,42.45,-105.39,Wyoming State Forestry Division,21,31200,,,,,,,,,42.45,-105.39
3324,LaBarge RX Burn,SMP-II,42.44,-110.58,USDA-USFS-Bridger-Teton NF-Kemmerer RD,1851,,,,,,,,,,42.44,-110.58
3096,Wildcat Piles,SMP-II,42.43,-105.35,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,112,,,,,,,,,,42.43,-105.35
3136,Pine Grove RX,SMP-II,42.43,-110.4,USDI-BLM-Rawlins Field Office,613,,,,,,,,,,42.43,-110.4
3282,Wildcat Piles,SMP-II,42.43,-105.35,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,,89600,Burned,1/8/2018,1/9/2018,1/23/2018,1/24/2018,1/25/2018,,,42.43,-105.35
3460,South Wildcate Piles,SMP-II,42.43,-105.35,USDA-USFS-Shoshone NF-Wind River RD,122,,,,,,,,,,42.43,-105.35
3606,South Wildcat Piles,SMP-II,42.43,-105.35,USFS,224,735168,,,,,,,,,42.43,-105.35
3662,Pine Grove,SMP-II,42.43,-110.4,,55,,,,,,,,,,42.43,-110.4
1261,Laramie Peak - Harris Park,SMP-II,42.42066667,-105.3225833,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42,,Burned,30-Jan-13,1-Feb-13,,,,,,42.42066667,-105.3225833
1379,Laramie Peak-Harris Park,SMP-II,42.42066667,-105.3225833,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,42,,,,,,,,,,42.42066667,-105.3225833
3878,Wildcat Burn 3,SMP-II,42.42,-105.34,,598,,,,,,,,,,42.42,-105.34
3776,Wildcat RX,SMP-II,42.42,-105.33,,,,,,,,,,,,42.42,-105.33
3097,Wildcat Broadcast,SMP-II,42.42,-105.34,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,400,,,,,,,,,,42.42,-105.34
3251,Castle Rock Pile Burn,SMP-II,42.42,-105.34,Wyoming State Forestry Division,170,,,,,,,,,,42.42,-105.34
3283,Wildcat Burn,SMP-II,42.42,-105.34,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,300,,Burned,10/23/2018,10/24/2018,,,,,,42.42,-105.34
3286,Castle Rock Pile Burn,SMP-II,42.42,-105.34,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,,,,,,,,,,,42.42,-105.34
3459,Castle Rock Pile Burn,SMP-II,42.42,-105.34,USDA-USFS-Shoshone NF-Wind River RD,170,,,,,,,,,,42.42,-105.34
3538,Wildcat,SMP-II,42.42,-105.34,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,346,,,,,,,,,,42.42,-105.34
1861,Paintrock Piles,SMP-II,42.4,-107.39,USDA-USFS-Bighorn NF,6,72500,Burned,12/1/2015,12/3/2015,12/7/2015,12/8/2015,12/9/2015,,,42.4,-107.39
573,Crooks Mountain Aspen,SMP-II,42.3996007,-107.9789846,USDI-BLM-Fort Washakie Field Office,67,402000,Burned,15-Dec-08,16-Dec-08,,,,,,42.3996007,-107.9789846
536,WYOFIRE Wildland Training Exercise,SMP-II,42.39722222,-104.7461111,Wyoming State Forestry Division,15,,Burned,31-May-08,1-Jun-08,,,,,,42.39722222,-104.7461111
739,Esterbrook Broadcast,SMP-II,42.3969972,-105.3909226,USDI-BLM-WY High Plains District (Casper Field Office),200,,,,,,,,,,42.3969972,-105.3909226
1417,Esterbrook Broadcast,SMP-II,42.3969972,-105.3909226,USDI-BLM-Casper Field Office,40,,,,,,,,,,42.3969972,-105.3909226
1262,Laramie Peak - LaBonte Canyon,SMP-II,42.39636111,-105.6521667,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,160,,,,,,,,,,42.39636111,-105.6521667
1380,Laramie Peak-Labonte Canyon,SMP-II,42.39636111,-105.6521667,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,160,,,,,,,,,,42.39636111,-105.6521667
1549,Crooks Mountain Pile Burn (CY14),SMP-II,42.3848472,-107.9209346,USDI-BLM-Ft. Washakie Field Office,63,45250,Burned,11-Feb-14,15-Dec-14,,,,,,42.3848472,-107.9209346
3877,Little Hornet,SMP-II,42.37,-110.55,,400,,Burned,11/4/2021,,,,,,,42.37,-110.55
3855,Devil Pass RX,SMP-II,42.37,-105.65,,173,,,,,,,,,,42.37,-105.65
3813,Cottonwood Campground,SMP-II,42.36,-107.68,,,4200,,,,,,,,,42.36,-107.68
926,Green Mountain Pile Burn (CY11),SMP-II,42.354501,-107.7075661,USDI-BLM-Fort Washakie Field Office,72,94081,Burned,27-Oct-11,31-Oct-11,2-Nov-11,7-Nov-11,8-Nov-11,9-Nov-11,16-Nov-11,42.354501,-107.7075661
1233,Green Mountain Pile Burn (CY12),SMP-II,42.354501,-107.7075661,USDI-BLM-Fort Washakie Field Office,92,118030,Burned,29-Oct-12,30-Oct-12,13-Nov-12,14-Nov-12,15-Nov-12,,,42.354501,-107.7075661
812,West Zone Piles,SMP-II,42.340278,-110.6861,USDA-USFS-Bridger-Teton NF-Greys River/Kemmerer RD,100,59,,,,,,,,,42.340278,-110.6861
3872,Big Park,SMP-II,42.33,-110.78,,9,9,Burned,11/9/2021,,,,,,,42.33,-110.78
3397,Gentle Annie RX,SMP-II,42.33,-106.8,USDI-BLM-Pinedale Field Office,,5146219,Burned,11/16/2018,11/17/2018,11/18/2018,11/26/2018,11/27/2018,11/28/2018,11/29/2018,42.33,-106.8
574,Green Mountain Aspen-Phase 2,SMP-II,42.326,-107.647,USDI-BLM-Fort Washakie Field Office,17,120000,Burned,9-Dec-08,10-Dec-08,,,,,,42.326,-107.647
3814,Hadsell Watershed,SMP-II,42.32,-107.72,,500,,Burned,4/20/2021,4/29/2021,,,,,,42.32,-107.72
1797,Hadsell Watershed Prescribed Burn_CY15,SMP-II,42.3,-107.71,USDI-BLM-Ft. Washakie Field Office,200,,,,,,,,,,42.3,-107.71
2034,Hadsell Watershed Prescribed Burn_CY16,SMP-II,42.3,-107.71,USDI-BLM-Lander Field Office,500,,Burned,5/12/2016,,,,,,,42.3,-107.71
1831,Smith Mountain,SMP-II,42.27,-105.72,USDI-BLM-Rawlins Field Office,819,,Burned,9/22/2015,9/23/2015,,,,,,42.27,-105.72
3187,BLM Pinedale Pile burns,SMP-II,42.27,-110.45,USDI-BLM-Pinedale Field Office,307,2378568,Burned,11/7/2017,11/8/2017,11/9/2017,11/10/2017,11/11/2017,11/18/2017,11/19/2017,42.27,-110.45
3407,Arkansas Creek Slash,SMP-II,42.27,-107.2,USDI-BLM-Rawlins Field Office,,30215,,,,,,,,,42.27,-107.2
3472,Arkansas Creek Slash Piles,SMP-II,42.27,-107.2,USDI-BLM-Rawlins Field Office,,30215,,,,,,,,,42.27,-107.2
928,KeSa,SMP-II,42.26985804,-105.8015323,"Fire Trax, LLC",1850,,Burned,21-Sep-11,22-Sep-11,23-Sep-11,,,,,42.26985804,-105.8015323
620,Green Mountain Pile Burn,SMP-II,42.2690038,-107.707197,USDI-BLM-Ft. Washakie Field Office,207,1137040,Burned,23-Nov-09,24-Nov-09,24-Nov-09,,,,,42.2690038,-107.707197
1665,Smith Mountain,SMP-II,42.267974,-105.724375,USDI-BLM-Rawlins Field Office,819,,,,,,,,,,42.267974,-105.724375
1109,Miner Creek/East Ferris Rx,SMP-II,42.26500833,-107.1184444,USDI-BLM-Rawlins Field Office,8233,,,,,,,,,,42.26500833,-107.1184444
924,West Zone Piles,SMP-II,42.26330833,-110.8016389,USDA-USFS-Bridger Teton NF-Greys River/Kemmerer RD,59,59,,,,,,,,,42.26330833,-110.8016389
1086,West Zone Piles,SMP-II,42.2633,-110.8016,USDA-USFS-Bridger-Teton NF-Greys River/Kemmerer RD,100,1500,Burned,13-Oct-12,14-Nov-12,15-Nov-12,16-Nov-12,19-Nov-12,21-Nov-12,27-Nov-12,42.2633,-110.8016
1260,Laramie Peak - Friend Park,SMP-II,42.26022222,-105.4978611,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,35,,,,,,,,,,42.26022222,-105.4978611
1378,Laramie Peak-Friend Park,SMP-II,42.26022222,-105.4978611,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,35,,,,,,,,,,42.26022222,-105.4978611
1115,Tinsley Prescribed Burn 2012,SMP-II,42.26,-104.94,Wyoming Game and Fish Department,120,,Burned,24-Mar-12,,,,,,,42.26,-104.94
1770,Hamsfork Aspen RX Burn,SMP-II,42.26,-110.76,USDA-USFS-Bridger-Teton NF-Kemmerer RD,421,,,,,,,,,,42.26,-110.76
1771,Laramie Peak-Friend Park,SMP-II,42.26,-105.5,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,80,2094,,,,,,,,,42.26,-105.5
2016,Hamsfork Aspen Rx Burn,SMP-II,42.26,-110.76,USDA-USFS-Bridger-Teton NF-Kemmerer RD,421,,Burned,11/15/2016,11/16/2016,,,,,,42.26,-110.76
3124,Hamsfork Aspen RX,SMP-II,42.26,-110.76,USDA-USFS-Bridger-Teton NF-Kemmerer RD,221,,,,,,,,,,42.26,-110.76
3323,Hamsfork Aspen RX,SMP-II,42.26,-110.76,USDA-USFS-Bridger-Teton NF-Kemmerer RD,221,,,,,,,,,,42.26,-110.76
3510,Hamsfork RX Basin Creek Unit,SMP-II,42.26,-110.77,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,145,,Burned,6/12/2019,,,,,,,42.26,-110.77
523,Monthly Pallet Burn,SMP-II,42.255957,-104.7422145,Wyoming Military Department,0,9600,,,,,,,,,42.255957,-104.7422145
3857,Burdick,SMP-II,42.25,-110.45,,470,,,,,,,,,,42.25,-110.45
3852,Hams Fork Aspen,SMP-II,42.25,-110.77,,27,,,,,,,,,,42.25,-110.77
3332,Burdic Prescribe Burn 2018,SMP-II,42.25,-110.45,USDI-BLM-Pinedale Field Office,848,,,,,,,,,,42.25,-110.45
3336,Perkins Creek Prescribed Burn 2018,SMP-II,42.25,-110.52,USDI-BLM-Pinedale Field Office,47,,,,,,,,,,42.25,-110.52
3511,Burdick2019,SMP-II,42.25,-110.45,USDI-BLM-Pinedale Field Office,470,,,,,,,,,,42.25,-110.45
774,Tinsley CRP 2011,SMP-II,42.2419314,-104.937771,Wyoming Game and Fish Department,290,,,,,,,,,,42.2419314,-104.937771
1398,Fontenelle Willow Rx Burn Unit 2,SMP-II,42.2388,-110.5557,USDA-USFS-Bridger-Teton NF-Kemmerer RD,217,,,,,,,,,,42.2388,-110.5557
1089,Fontenelle Willow Rx Burn Unit 2,SMP-II,42.2388,-110.5557,USDA-USFS-Bridger-Teton NF-Kemmerer RD,217,,,,,,,,,,42.2388,-110.5557
1559,Fontenelle Willow Rx Burn Unit 2,SMP-II,42.2388,-110.5557,USDA-USFS-Bridger-Teton NF-Kemmerer RD,217,,,,,,,,,,42.2388,-110.5557
810,Fontenelle Willow Rx Burn,SMP-II,42.23380556,-110.5515556,USDA-USFS-Bridger-Teton NF-Kemmerer RD,217,,,,,,,,,,42.23380556,-110.5515556
662,Fontenelle Willow Rx Burn,SMP-II,42.23380556,-110.5515556,USDA-USFS-Bridger-Teton NF-Kemmerer RD,217,,,,,,,,,,42.23380556,-110.5515556
2027,Miller Mountain Rx - Dutch George Creek Unit,SMP-II,42.2,-110.47,USDI-BLM-Pinedale Field Office,450,,,,,,,,,,42.2,-110.47
1788,Halverson T.S Piles,SMP-II,42.18,-110.5,USDA-USFS-Bridger-Teton NF-Big Piney RD,151,140000,Burned,11/3/2015,11/16/2015,11/17/2015,11/19/2015,11/20/2015,11/24/2015,,42.18,-110.5
1538,Morgan Creek Slash Piles,SMP-II,42.17302028,-106.9541225,USDI-BLM-Rawlins Field Office,,453240,,,,,,,,,42.17302028,-106.9541225
1330,Morgan Creek Slash Piles,SMP-II,42.17302028,-106.9541225,USDI-BLM-Rawlins Field Office,71,453240,Burned,9-Jan-13,10-Jan-13,30-Jan-13,,,,,42.17302028,-106.9541225
3851,Nugent Rx- Hams Fork Unit 2,SMP-II,42.17,-110.8,,68,,,,,,,,,,42.17,-110.8
1409,Morgan Creek Broadcast Burn,SMP-II,42.16417278,-106.9428183,USDI-BLM-High Desert District (Rawlins Field Office),307,,Burned,6-May-13,,,,,,,42.16417278,-106.9428183
1633,Smith Mountain,SMP-II,42.164167,-105.9428333,USDI-BLM-Rawlins Field Office,819,,,,,,,,,,42.164167,-105.9428333
763,Pole Creek Rx Burn,SMP-II,42.15111111,-110.6897222,USDA-USFS-Bridger-Teton NF-Kemmerer RD,2000,,Burned,1-Nov-11,,,,,,,42.15111111,-110.6897222
1087,Pole Creek Rx Burn,SMP-II,42.15111111,-110.6897222,USDA-USFS-Bridger-Teton NF-Kemmerer RD,2677,,Burned,22-Apr-12,23-Apr-12,23-Apr-12,,,,,42.15111111,-110.6897222
1328,Pole Creek Rx Burn,SMP-II,42.15111111,-110.6897222,USDA-USFS-Bridger-Teton NF-Kemmerer RD,2677,,,,,,,,,,42.15111111,-110.6897222
