name,start_date,end_date,agency,unit,acres,type,receptors,lat,lng,approval_type,elevation,airshed,class1,nonattainment,added_on
Duck Creek Fuels Aspen,12/15/2020,12/21/2020,USFS,Dixie NF Cedar City,600,Broadcast,"Highway 14, Duck Creek Village",37.497,-112.647,Historical,7300,"16 - Above 6,500 feet
",0,0,12/11/2020
Cedar City Piles,12/8/2020,12/14/2020,USFS,Dixie NF Cedar City,800,Piles,"Mammoth Creek Subdivision, Duck Creek Village, Brian Head",37.545,-112.646,Historical,7300,"16 - Above 6,500 feet
",0,0,12/11/2020
Beaver Ranger District Slash Piles,12/14/2020,12/20/2020,USFS,Fishlake NF Beaver,100,Piles,,38.235,-112.471,Historical,6500,"16 - Above 6,500 feet
",0,0,12/9/2020
East Zone Pile Burn,12/10/2020,12/17/2020,USFS,UWC NF North Zone,50,Piles,,40.496,-111.084,Historical,7,"16 - Above 6,500 feet
",0,0,12/8/2020
Duck Creek Fuels Aspen,12/8/2020,12/14/2020,USFS,Dixie NF Cedar City,600,Broadcast,"Highway 14, Duck Creek Village",37.497,-112.647,Historical,7300,"16 - Above 6,500 feet
",0,0,12/7/2020
FFSL Central Area Piles,12/9/2020,12/9/2020,State,Central Area,3,Piles,,38.858,-111.479,Historical,7800,"16 - Above 6,500 feet
",0,0,12/7/2020
East Zone Pile Burn,12/9/2020,12/16/2020,USFS,UWC NF North Zone,100,Piles,,40.612,-111.03,Historical,7,"16 - Above 6,500 feet
",0,0,12/7/2020
Beaver Ranger District Slash Piles,12/7/2020,12/13/2020,USFS,Fishlake NF Beaver,200,Piles,,38.252,-112.474,Historical,6500,"16 - Above 6,500 feet
",0,0,12/2/2020
Fremont River Slash Pile ,12/1/2020,12/7/2020,USFS,Fishlake NF Richfield,18,Piles,,38.542,-111.775,Historical,6500,"16 - Above 6,500 feet
",0,0,11/30/2020
East Zone Pile Burn,11/30/2020,12/7/2020,USFS,UWC NF North Zone,100,Piles,,40.581,-111.143,Historical,7,"16 - Above 6,500 feet
",0,0,11/25/2020
East Zone Pile Burn,11/30/2020,12/7/2020,USFS,UWC NF North Zone,50,Piles,,40.507,-111.078,Historical,7,"16 - Above 6,500 feet
",0,0,11/25/2020
East Zone Pile Burn,11/30/2020,12/7/2020,USFS,UWC NF North Zone,100,Piles,,40.559,-111.029,Historical,7,"16 - Above 6,500 feet
",0,0,11/25/2020
East Zone Pile Burn,11/30/2020,12/7/2020,USFS,UWC NF North Zone,100,Piles,,40.608,-111.102,Historical,7,"16 - Above 6,500 feet
",0,0,11/25/2020
Willow Pile and Mastication RX,11/26/2020,12/26/2020,USFS,Manti-La Sal South Zone,200,Other,"Mt Pleasant, Spring City, Manti, Ephraim",39.33,-111.511,Historical,6800,"16 - Above 6,500 feet
",0,0,11/25/2020
Beaver Ranger District Slash Piles,11/30/2020,12/6/2020,USFS,Fishlake NF Beaver,100,Piles,,38.251,-112.491,Historical,6500,"16 - Above 6,500 feet
",0,0,11/24/2020
Sawyer Point,12/1/2020,12/7/2020,USFS,Dixie NF Cedar City,800,Understory,"Utah State Highway 89, Hatch, Utah",37.532,-112.518,Historical,7090,"16 - Above 6,500 feet
",0,0,11/23/2020
Duck Creek Fuels Aspen,12/1/2020,12/7/2020,USFS,Dixie NF Cedar City,500,Broadcast,"Highway 14, Duck Creek Village",37.497,-112.647,Historical,7300,"16 - Above 6,500 feet
",0,0,11/23/2020
Duck Creek Fuels Piles,12/1/2020,12/7/2020,USFS,Dixie NF Cedar City,500,Partial Burn,"Duck Creek Village, Strawberry Subdivision",37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,11/23/2020
Cedar City Piles,12/1/2020,12/7/2020,USFS,Dixie NF Cedar City,800,Piles,"Mammoth Creek Subdivision, Duck Creek Village, Brian Head",37.545,-112.646,Historical,7300,"16 - Above 6,500 feet
",0,0,11/23/2020
Duck Creek Fuels Aspen,11/24/2020,11/30/2020,USFS,Dixie NF Cedar City,500,Broadcast,"Highway 14, Duck Creek Village",37.497,-112.647,Historical,7300,"16 - Above 6,500 feet
",0,0,11/23/2020
East Zone Pile Burn,11/24/2020,12/1/2020,USFS,UWC NF North Zone,89,Piles,,40.576,-111.145,Historical,7,"16 - Above 6,500 feet
",0,0,11/23/2020
East Zone Pile Burn,11/23/2020,11/30/2020,USFS,UWC NF North Zone,20,Piles,,40.664,-110.961,Historical,7,"16 - Above 6,500 feet
",0,0,11/20/2020
Sawyer Point,11/23/2020,11/29/2020,USFS,Dixie NF Cedar City,800,Understory,"Utah State Highway 89, Hatch, Utah",37.534,-112.515,Historical,7090,"16 - Above 6,500 feet
",0,0,11/18/2020
FFSL Central Area Piles,11/18/2020,11/18/2020,State,Central Area,3,Piles,,39.858,-111.48,Historical,7800,"16 - Above 6,500 feet
",0,0,11/17/2020
Duck Creek Fuels Piles,11/18/2020,11/24/2020,USFS,Dixie NF Cedar City,670,Partial Burn,"Duck Creek Village, Strawberry Subdivision",37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,11/16/2020
Cedar City Piles,11/18/2020,11/24/2020,USFS,Dixie NF Cedar City,800,Piles,"Mammoth Creek Subdivision, Duck Creek Village, Brian Head",37.545,-112.646,Historical,7300,"16 - Above 6,500 feet
",0,0,11/16/2020
NZ ADMIN PILE BURN,11/18/2020,11/23/2020,USFS,Manti-La Sal North Zone,5,Piles,"SUFCO Mine, Rhino Mine, Skyline Mine, Huntington",39.318,-111.511,Historical,6500,"16 - Above 6,500 feet
",0,0,11/16/2020
Toll Canyon Pile Burn,11/11/2020,11/14/2020,LPE,Local or Private Entity,2,Piles,,40.736,-111.598,Historical,6900,"16 - Above 6,500 feet
",0,0,11/16/2020
Ashley NF Piles,11/17/2020,11/19/2020,USFS,Ashley NF East Zone,10,Piles,"Helper/Price, Soldier Summit, Duchesne",39.876,-110.876,Historical,8900,1 - N. West Desert,0,0,11/16/2020
Beaver Ranger District Slash Piles,11/18/2020,11/24/2020,USFS,Fishlake NF Beaver,50,Piles,,38.23,-112.397,Historical,6500,"16 - Above 6,500 feet
",0,0,11/16/2020
Cache Piles,11/18/2020,11/24/2020,State,Bear River Area,5,Piles,,41.573,-111.667,Historical,6000,"16 - Above 6,500 feet
",0,1,11/16/2020
Box Elder Piles,11/18/2020,11/24/2020,State,Bear River Area,20,Piles,,41.695,-113.834,Historical,4200,1 - N. West Desert,0,0,11/16/2020
Fremont River Slash Pile ,11/17/2020,11/23/2020,USFS,Fishlake NF Richfield,40,Piles,,38.55,-111.664,Historical,6500,"16 - Above 6,500 feet
",0,0,11/16/2020
Lower Fish Creek,11/18/2020,11/18/2020,State,Southeastern Area,8,Piles,,39.767,-110.957,Historical,7477,"16 - Above 6,500 feet
",0,0,11/13/2020
Lower Fish Creek,11/11/2020,11/11/2020,State,Southeastern Area,15,Piles,,39.767,-110.957,Historical,7477,"16 - Above 6,500 feet
",0,0,11/13/2020
Raft River Pile Burning,11/17/2020,11/23/2020,USFS,Sawtooth National Forest,43,Piles,"Snowville, Rosette, Park Valley, Lynn, Yost, Malta",41.871,-113.569,Historical,7000,"16 - Above 6,500 feet
",0,0,11/12/2020
Raft River Pile Burning,11/10/2020,11/16/2020,USFS,Sawtooth National Forest,90,Piles,"Snowville, Rosette, Park Valley, Lynn, Yost, Malta",41.871,-113.569,Historical,7000,"16 - Above 6,500 feet
",0,0,11/12/2020
Ephraim Willow project,11/13/2020,11/15/2020,State,Central Area,5,Piles,,39.335,-111.526,Historical,6700,"16 - Above 6,500 feet
",0,0,11/12/2020
Duck Creek Fuels Piles,11/11/2020,11/17/2020,USFS,Dixie NF Cedar City,684,Partial Burn,"Duck Creek Village, Strawberry Subdivision",37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,11/10/2020
Cedar City Piles,11/11/2020,11/17/2020,USFS,Dixie NF Cedar City,900,Piles,"Mammoth Creek Subdivision, Duck Creek Village, Brian Head",37.545,-112.646,Historical,7300,"16 - Above 6,500 feet
",0,0,11/10/2020
Devil Canyon,11/10/2020,11/16/2020,BLM,Canyon Country District,50,Piles,,37.698,-109.357,Historical,5577,"16 - Above 6,500 feet
",0,0,11/9/2020
Miller Flat Piles ,11/11/2020,12/11/2020,USFS,Manti-La Sal South Zone,4,Piles,"Mt Pleasant, Coal Mine",39.507,-111.259,Historical,8500,"16 - Above 6,500 feet
",0,0,11/9/2020
Green River District Programmatic Pile Plan,11/9/2020,11/15/2020,DAQ,Green River District,11,Piles,"Ouray, UT, Vernal, UT",39.479,-109.315,Historical,4800,1 - N. West Desert,0,0,11/9/2020
Green River District Programmatic Pile Plan,11/10/2020,11/16/2020,BLM,Green River District,217,Piles,"Ouray, UT, Vernal, UT",39.568,-109.403,Historical,4800,11 - Book Cliffs,0,0,11/9/2020
Powell District Piles,11/10/2020,11/16/2020,USFS,Dixie NF Pine Valley,25,Piles,"Bryce Valley area, Bryce Canyon National Park",37.43,-112.199,Historical,7000,"16 - Above 6,500 feet
",0,0,11/9/2020
Ashley NF Piles,11/10/2020,11/16/2020,DAQ,Ashley NF East Zone,10,Piles,"Helper/Price, Soldier Summit, Duchesne",40.551,-110.697,Historical,8900,1 - N. West Desert,0,0,11/9/2020
East Zone Pile Burn,11/10/2020,11/14/2020,USFS,UWC NF North Zone,175,Piles,,40.673,-110.959,Historical,7,"16 - Above 6,500 feet
",0,0,11/9/2020
Beaver Ranger District Slash Piles,11/11/2020,11/17/2020,USFS,Fishlake NF Beaver,10,Piles,,38.31,-112.405,Historical,6500,"16 - Above 6,500 feet
",0,0,11/9/2020
South Monroe,11/10/2020,11/15/2020,USFS,Fishlake NF Richfield,500,Stand Replace,"Greenwich, Wayne County, Koosharem , Marysvale, Sevier Valley, North Sevier Valley",38.392,-112.043,Historical,8000,"16 - Above 6,500 feet
",0,0,11/8/2020
Ephraim Willow project,11/9/2020,11/16/2020,State,Central Area,3,Piles,"Manti Municipality , Ephraim Municipality ",39.335,-111.526,Historical,6700,"16 - Above 6,500 feet
",0,0,11/7/2020
Monroe Mountain Piles,11/9/2020,11/12/2020,State,Central Area,1,Piles,"Monroe, Koosharem",38.533,-112.039,Historical,9700,"16 - Above 6,500 feet
",0,0,11/7/2020
Pariette,11/9/2020,11/15/2020,DAQ,Green River District,500,Broadcast,"Ouray, UT",40.03,-109.771,Historical,4600,"9 - Uinta Basin
",0,0,11/7/2020
North Zone Piles,11/9/2020,11/15/2020,USFS,UWC NF North Zone,300,Piles,Logan,41.793,-111.718,Historical,4000,"4 - Cache/Bear R.
",0,0,11/6/2020
Fremont River Slash Pile ,11/9/2020,11/15/2020,USFS,Fishlake NF Richfield,37,Piles,,38.55,-111.787,Historical,6500,"16 - Above 6,500 feet
",0,0,11/5/2020
Kyune Creek Rx,11/3/2020,11/6/2020,FWS,West Desert District,825,Broadcast,,39.855,-110.931,Historical,7400,"16 - Above 6,500 feet
",0,1,11/2/2020
Beaver Ranger District Slash Piles,11/4/2020,11/10/2020,USFS,Fishlake NF Beaver,10,Piles,,38.278,-112.362,Historical,6500,"16 - Above 6,500 feet
",0,0,11/2/2020
West Fork of Duchesne,11/4/2020,11/11/2020,USFS,UWC NF North Zone,1000,Broadcast,"Tabiona, Utah, Duchesne, Utah, Hanna, Utah",40.412,-111.16,Historical,7600,"16 - Above 6,500 feet
",0,0,11/2/2020
South Monroe,11/3/2020,11/8/2020,USFS,Fishlake NF Richfield,2000,Stand Replace,"Greenwich, Wayne County, Koosharem , Marysvale, Sevier Valley, North Sevier Valley",38.491,-112.101,Historical,8000,"16 - Above 6,500 feet
",0,0,10/30/2020
Signal Peak Rx,11/3/2020,11/8/2020,USFS,Fishlake NF Richfield,800,Broadcast,,38.643,-112.007,Historical,7000,"16 - Above 6,500 feet
",0,0,10/30/2020
Big Cottonwood Beetle Kill,9/29/2020,10/1/2020,State,Wasatch Front Area,10,Piles,"Brighton, Solitude",40.605,-111.584,Historical,7680,1 - N. West Desert,0,1,10/29/2020
Big Cottonwood Beetle Kill,NULL,NULL,State,Wasatch Front Area,10,Piles,"Brighton, Solitude",40.605,-111.584,Historical,7680,1 - N. West Desert,0,1,10/29/2020
Dikes and Piles,10/26/2020,10/30/2020,FWS,Rocky/Basin Refuges,20,Piles,"Tremonton, Corinne, Bigham City",41.458,-112.102,Historical,4200,1 - N. West Desert,0,1,10/24/2020
Fish Springs RX,10/20/2020,10/23/2020,FWS,Rocky/Basin Refuges,907,Broadcast,,39.856,-113.363,Historical,4290,1 - N. West Desert,0,0,10/16/2020
UTTR RX- Lakeside Road,10/16/2020,10/22/2020,DOD,Utah Military Bases,500,Broadcast,"Military Base Facilities, MagCorps, Interstate 80",41.05,-112.926,Historical,4400,1 - N. West Desert,0,0,10/15/2020
East Zone Pile Burn,10/28/2020,11/3/2020,USFS,UWC NF North Zone,175,Piles,,40.666,-110.96,Historical,7,"16 - Above 6,500 feet
",0,0,10/8/2020
UTTR RX- Lakeside Road,10/7/2020,10/13/2020,DOD,Utah Military Bases,1100,Broadcast,"Military Base Facilities, MagCorps, Interstate 80",41.05,-112.926,Historical,4400,1 - N. West Desert,0,0,10/5/2020
UTTR RX- Lakeside Road,9/30/2020,10/6/2020,DOD,Utah Military Bases,1150,Broadcast,"Military Base Facilities, MagCorps, Interstate 80",41.05,-112.926,Historical,4400,1 - N. West Desert,0,0,9/28/2020
Kannara Ridge Piles,3/17/2020,3/18/2020,State,Southwestern Area,70,Piles,"Kannaraville, New Harmony",37.46,-113.26,Historical,5300,"3 - Virgin R.
",0,0,3/17/2020
Johnson Creek,1/26/2021,1/27/2021,State,Southeastern Area,10,Piles,"Blanding, Monticello",37.727,-109.458,Historical,6500,12 - Upper Colo. R.,0,0,3/16/2020
Wray Mesa,3/19/2020,3/20/2020,State,Southeastern Area,7,Piles,"Paradox, Old La Sal",38.313,-109.217,Historical,7000,12 - Upper Colo. R.,0,0,3/16/2020
North Zone Piles,3/17/2020,3/24/2020,USFS,UWC NF North Zone,51,Piles,Logan,41.691,-111.787,Historical,4000,"4 - Cache/Bear R.
",0,0,3/16/2020
North Zone Piles,1/27/2021,2/2/2021,USFS,UWC NF North Zone,0.25,Piles,Logan,41.774,-111.608,Historical,4000,"4 - Cache/Bear R.
",0,0,3/16/2020
Fremont River Slash Pile ,3/17/2020,3/23/2020,USFS,Fishlake NF Richfield,50,Piles,,38.073,-111.582,Historical,6500,"16 - Above 6,500 feet
",0,0,3/16/2020
Beaver Ranger District Slash Piles,3/16/2020,3/22/2020,USFS,Fishlake NF Beaver,50,Piles,,38.235,-112.471,Historical,6500,"16 - Above 6,500 feet
",0,0,3/16/2020
Rich Piles,3/17/2020,3/23/2020,State,Bear River Area,20,Piles,,41.336,-111.307,Historical,5000,"16 - Above 6,500 feet
",0,0,3/16/2020
Ashley NF Piles,3/16/2020,3/22/2020,USFS,Ashley NF East Zone,3,Piles,"Helper/Price, Soldier Summit, Duchesne",40.89,-109.459,Historical,8900,"16 - Above 6,500 feet
",0,0,3/12/2020
Aptus Rx,3/13/2020,3/13/2020,State,Wasatch Front Area,8,Broadcast,,40.807,-112.927,Historical,4200,1 - N. West Desert,0,1,3/12/2020
Tamarisk Programatic,3/13/2020,3/20/2020,BLM,Canyon Country District,5,Piles,Cisco,38.53,-109.598,Historical,3924,12 - Upper Colo. R.,0,0,3/12/2020
Tamarisk Programatic,3/11/2020,3/12/2020,BLM,Canyon Country District,1,Piles,Cisco,38.529,-109.594,Historical,3924,12 - Upper Colo. R.,0,0,3/11/2020
Pine Valley District Piles,3/11/2020,3/18/2020,USFS,Dixie NF Pine Valley,50,Piles,"Veyo, New Harmony, Central",37.372,-113.457,Historical,5200,"16 - Above 6,500 feet
",0,0,3/10/2020
UOA Piles,3/11/2020,3/17/2020,BIA,Uintah and Ouray Agency,30,Piles,"Randlett, Ft. Duchesne, Myton",40.191,-109.908,Historical,4750,1 - N. West Desert,0,0,3/10/2020
Test 2019,3/10/2020,3/12/2020,DAQ,UWC NF South Zone,100,Broadcast,Centroid,39.415,-111.472,Historical,5000,1 - N. West Desert,0,0,3/9/2020
Rich Piles,3/10/2020,3/13/2020,State,Bear River Area,1,Piles,,41.914,-111.407,Historical,5000,"6 - Wasatch back
",0,0,3/9/2020
Fremont River Slash Pile ,3/9/2020,3/15/2020,USFS,Fishlake NF Richfield,50,Piles,,38.559,-111.768,Historical,6500,"16 - Above 6,500 feet
",0,0,3/5/2020
Beaver Ranger District Slash Piles,3/6/2020,3/12/2020,USFS,Fishlake NF Beaver,50,Piles,,38.235,-112.471,Historical,6500,"16 - Above 6,500 feet
",0,0,3/5/2020
Dikes and Piles,3/6/2020,3/6/2020,FWS,Rocky/Basin Refuges,2,Piles,"Tremonton, Corinne, Bigham City",41.455,-112.248,Historical,4200,1 - N. West Desert,0,1,3/4/2020
Dikes and Piles,3/6/2020,3/6/2020,FWS,Rocky/Basin Refuges,2,Piles,,41.471,-112.3,Historical,4200,1 - N. West Desert,0,1,3/4/2020
Dikes and Piles,3/6/2020,3/6/2020,FWS,Rocky/Basin Refuges,2,Piles,,41.471,-112.3,Historical,4200,1 - N. West Desert,0,1,3/4/2020
UOA Piles,3/4/2020,3/10/2020,BIA,Uintah and Ouray Agency,30,Piles,"Randlett, Ft. Duchesne, Myton",40.192,-109.921,Historical,4750,1 - N. West Desert,0,0,3/2/2020
Snake Valley,3/4/2020,3/10/2020,BLM,West Desert District,271,Piles,,39.578,-113.872,Historical,4500,"2 - S. West Desert
",0,0,2/27/2020
Beaver Ranger District Slash Piles,2/28/2020,3/5/2020,USFS,Fishlake NF Beaver,50,Piles,,38.235,-112.471,Historical,6500,"16 - Above 6,500 feet
",0,0,2/27/2020
South Zone Pile Burn,3/2/2020,2/9/2020,USFS,UWC NF South Zone,2,Piles,,39.981,-111.69,Historical,4000,"8 - S. Wasatch Front
",0,0,2/27/2020
UOA Piles,2/26/2020,3/3/2020,BIA,Uintah and Ouray Agency,30,Piles,"Randlett, Ft. Duchesne, Myton",40.192,-109.901,Historical,4750,1 - N. West Desert,0,0,2/25/2020
SEUG Tamarisk Piles,2/25/2020,3/1/2020,NPS,Utah NPS Units,5,Piles,"Moab, Castle Valley",38.735,-109.493,Historical,3900,12 - Upper Colo. R.,1,0,2/24/2020
Powell District Piles,2/24/2020,3/1/2020,USFS,Dixie NF Pine Valley,25,Piles,"Bryce Valley area, Bryce Canyon National Park",37.43,-112.199,Historical,7000,"16 - Above 6,500 feet
",0,0,2/24/2020
Dikes and Piles,2/24/2020,2/24/2020,FWS,Rocky/Basin Refuges,3,Piles,"Tremonton, Corinne, Bigham City",41.458,-112.102,Historical,4200,1 - N. West Desert,0,1,2/21/2020
Fremont River Slash Pile ,2/24/2020,3/1/2020,USFS,Fishlake NF Richfield,50,Piles,,38.559,-111.768,Historical,6500,1 - N. West Desert,0,0,2/21/2020
Brian Head Slash,2/24/2020,2/29/2020,State,Southwestern Area,50,Piles,,37.725,-112.815,Historical,9000,"16 - Above 6,500 feet
",0,0,2/20/2020
Zion Piles,2/21/2020,2/27/2020,NPS,Utah NPS Units,15,Piles,,37.387,-113.036,Historical,3900,"16 - Above 6,500 feet
",1,0,2/20/2020
UOA Piles,2/19/2020,2/25/2020,BIA,Uintah and Ouray Agency,30,Piles,"Randlett, Ft. Duchesne, Myton",40.192,-109.921,Historical,4750,"9 - Uinta Basin
",0,0,2/18/2020
Beaver Ranger District Slash Piles,2/20/2020,2/26/2020,USFS,Fishlake NF Beaver,50,Piles,,38.241,-112.493,Historical,6500,"16 - Above 6,500 feet
",0,0,2/18/2020
Zion Grass RX,2/18/2020,2/24/2020,NPS,Utah NPS Units,26,Broadcast,,37.211,-112.977,Historical,3999,"3 - Virgin R.
",1,0,2/14/2020
Beaver Ranger District Slash Piles,2/13/2020,2/19/2020,USFS,Fishlake NF Beaver,5,Piles,,38.235,-112.471,Historical,6500,"16 - Above 6,500 feet
",0,0,2/11/2020
Blanding East Piles,2/10/2020,2/16/2020,BLM,Canyon Country District,100,Piles,,37.71,-109.464,Historical,5200,"15 - San Juan R.
",0,0,2/10/2020
Devil Canyon,2/10/2020,2/16/2020,BLM,Canyon Country District,100,Piles,,37.69,-109.347,Historical,5577,"16 - Above 6,500 feet
",0,0,2/10/2020
UOA Piles,2/12/2020,2/18/2020,BIA,Uintah and Ouray Agency,30,Piles,"Randlett, Ft. Duchesne, Myton",40.192,-109.921,Historical,4750,1 - N. West Desert,0,0,2/10/2020
SEUG Tamarisk Piles,2/10/2020,2/15/2020,NPS,Utah NPS Units,5,Piles,"Moab, Castle Valley",38.713,-109.511,Historical,3900,12 - Upper Colo. R.,1,0,2/7/2020
Dikes and Piles,2/6/2020,2/6/2020,FWS,Rocky/Basin Refuges,5,Piles,"Tremonton, Corinne, Bigham City",41.458,-112.102,Historical,4200,1 - N. West Desert,0,1,2/5/2020
UOA Piles,2/5/2020,2/11/2020,BIA,Uintah and Ouray Agency,25,Piles,"Randlett, Ft. Duchesne, Myton",40.192,-109.921,Historical,4750,1 - N. West Desert,0,0,2/4/2020
Zion Piles,2/3/2020,2/8/2020,NPS,Utah NPS Units,5,Piles,,37.214,-112.977,Historical,3900,"3 - Virgin R.
",1,0,1/30/2020
Devil Canyon,1/29/2020,1/4/2020,BLM,Canyon Country District,50,Piles,,37.69,-109.347,Historical,5577,"16 - Above 6,500 feet
",0,0,1/28/2020
UOA Piles,1/29/2020,2/4/2020,BIA,Uintah and Ouray Agency,20,Piles,"Randlett, Ft. Duchesne, Myton",40.3,-109.86,Historical,4750,1 - N. West Desert,0,0,1/27/2020
Beaver Ranger District Slash Piles,1/27/2020,2/2/2020,USFS,Fishlake NF Beaver,50,Piles,,38.235,-112.471,Historical,6500,"16 - Above 6,500 feet
",0,0,1/22/2020
UOA Piles,1/22/2020,1/28/2020,BIA,Uintah and Ouray Agency,20,Piles,"Randlett, Ft. Duchesne, Myton",40.3,-109.86,Historical,4750,1 - N. West Desert,0,0,1/21/2020
Blanding East Piles,1/22/2020,1/28/2020,BLM,Canyon Country District,1230,Piles,,37.71,-109.464,Historical,5200,"15 - San Juan R.
",0,0,1/21/2020
Devil Canyon,1/22/2020,1/28/2020,BLM,Canyon Country District,397.5,Piles,,37.723,-109.395,Historical,5577,"15 - San Juan R.
",0,0,1/21/2020
Peter Springs,1/17/2020,1/17/2020,State,Southeastern Area,3,Piles,,37.986,-109.352,Historical,6817,"15 - San Juan R.
",0,0,1/16/2020
Peter Springs,1/17/2020,1/17/2020,State,Southeastern Area,3,Piles,,37.986,-109.352,Historical,6817,"15 - San Juan R.
",0,0,1/16/2020
Pine Valley District Piles,1/16/2020,1/21/2020,USFS,Dixie NF Pine Valley,20,Piles,"Veyo, New Harmony, Central",37.39,-113.541,Historical,5200,"16 - Above 6,500 feet
",0,0,1/15/2020
Fremont River Slash Pile ,1/17/2020,1/23/2020,USFS,Fishlake NF Richfield,50,Piles,,38.559,-111.768,Historical,6500,"16 - Above 6,500 feet
",0,0,1/15/2020
Snake Valley,2/5/2020,2/11/2020,BLM,West Desert District,271,Piles,,39.578,-113.872,Historical,4500,"2 - S. West Desert
",0,0,1/13/2020
Devil Canyon,1/13/2020,1/19/2020,BLM,Canyon Country District,397.5,Piles,,37.69,-109.347,Historical,5577,"15 - San Juan R.
",0,0,1/13/2020
Rich Piles,1/21/2020,1/24/2020,State,Bear River Area,5,Piles,,41.914,-111.407,Historical,5000,1 - N. West Desert,0,0,1/10/2020
Rich Piles,NULL,NULL,State,Bear River Area,NULL,Piles,,41.914,-111.408,Historical,5000,"6 - Wasatch back
",0,0,1/10/2020
Hoffman Ranch,1/13/2020,1/17/2020,State,Southeastern Area,5,Broadcast,Moab,38.546,-109.595,Historical,3950,12 - Upper Colo. R.,0,0,1/9/2020
Beaver Ranger District Slash Piles,1/13/2020,1/19/2020,USFS,Fishlake NF Beaver,50,Piles,,38.311,-112.399,Historical,6500,"16 - Above 6,500 feet
",0,0,1/9/2020
Blanding East Piles,1/10/2020,1/16/2020,BLM,Canyon Country District,71,Piles,,37.71,-109.464,Historical,5200,"15 - San Juan R.
",0,0,1/8/2020
Argyle,1/8/2020,1/15/2020,State,Northeastern Area,5,Piles,,39.887,-110.703,Historical,7200,1 - N. West Desert,0,0,1/7/2020
Duck Creek Fuels Piles,1/8/2020,1/14/2020,USFS,Dixie NF Cedar City,600,Partial Burn,Duck Creek Village,37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,1/7/2020
Cedar City Piles,1/8/2020,1/14/2020,USFS,Dixie NF Cedar City,600,Piles,"Mammoth Creek Subdivision, Duck Creek Village, Brian Head",37.545,-112.646,Historical,7300,"16 - Above 6,500 feet
",0,0,1/7/2020
Cedar City Piles,1/8/2020,1/14/2020,USFS,Dixie NF Cedar City,600,Piles,"Mammoth Creek Subdivision, Duck Creek Village, Brian Head",37.545,-112.646,Historical,7300,"16 - Above 6,500 feet
",0,0,1/7/2020
Fruitland,1/1/2020,1/7/2020,State,Northeastern Area,10,Piles,,40.269,-110.895,Historical,6584,1 - N. West Desert,0,0,12/30/2019
Argyle,12/26/2019,1/2/2020,State,Northeastern Area,5,Piles,,39.88,-110.733,Historical,7200,"16 - Above 6,500 feet
",0,0,12/23/2019
Fruitland,12/24/2019,12/30/2019,State,Northeastern Area,16,Piles,,40.191,-110.68,Historical,6584,"16 - Above 6,500 feet
",0,0,12/23/2019
